['prskn0.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =280']
['prskn1.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =189']
['prskn2.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =310']
['prskn3.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =237']
['prskn4.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =138']
['prskn5.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =6']
['prskn6.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =24']
['prskn7.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =57']
['prskn8.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =20']
['prskn9.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =139']
['prskn10.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =71']
['prskn11.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =167']
['prskn12.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =277']
['prskn13.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =115']
['prskn14.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Peskin', 'Refract =0.05', 'Epsilon =0.05', 'Gamma =3', 'Start_phase =95']
