Type = Mirollor Strogatz (-ish),Function = Peskin,Refract =0.05,Epsilon =0.05,Gamma =3,Start_phase =24
Timestamp,Phase,Offset,Ping?
1596177914,24,0,0
1596177914.01,25.795921325683594,0.13333333333333333,0,42
1596177914.02,27.595876693725586,0.13333333333333333,0,42
1596177914.03,29.397849082946777,0.13333333333333333,0,42
1596177914.0360775,30.488542556762695,0.13333333333333333,0
1596177914.0360775,38.91873859222881,0.18016775575258953,0
1596177914.04,39.62568305786602,0.18016775575258953,0,42
1596177914.05,41.42542384918682,0.18016775575258953,0,42
1596177914.06,43.22722457703106,0.18016775575258953,0,42
1596177914.07,45.02572082336895,0.18016775575258953,0,42
1596177914.08,46.825847852787895,0.18016775575258953,0,42
1596177914.09,48.62490199860088,0.18016775575258953,0,42
1596177914.1,50.425372350773735,0.18016775575258953,0,42
1596177914.11,52.22678684051983,0.18016775575258953,0,42
1596177914.12,54.02519725616924,0.18016775575258953,0,42
1596177914.1299999,55.82549594696514,0.18016775575258953,0,42
1596177914.1399999,57.627167928776664,0.18016775575258953,0,42
1596177914.1499999,59.4280674343919,0.18016775575258953,0,42
1596177914.1599998,61.226649511418266,0.18016775575258953,0,42
1596177914.1699998,63.02514575775616,0.18016775575258953,0,42
1596177914.1799998,64.8272898083543,0.18016775575258953,0,42
1596177914.1899998,66.6262581234788,0.18016775575258953,0,42
1596177914.1999998,68.42750095184795,0.18016775575258953,0,42
1596177914.2099998,70.22479556854717,0.18016775575258953,0,42
1596177914.2199998,72.02663921173564,0.18016775575258953,0,42
1596177914.2299998,73.82603668030254,0.18016775575258953,0,42
1596177914.2399998,75.62526248749248,0.18016775575258953,0,42
1596177914.2499998,77.4265911465501,0.18016775575258953,0,42
1596177914.2599998,79.22641776855937,0.18016775575258953,0,42
1596177914.2699997,81.02693103607646,0.18016775575258953,0,42
1596177914.2799997,82.82684348877422,0.18016775575258953,0,42
1596177914.2899997,84.62679885681621,0.18016775575258953,0,42
1596177914.2999997,86.42568134125224,0.18016775575258953,0,42
1596177914.3099997,88.22585128601543,0.18016775575258953,0,42
1596177914.3199997,90.02769492920392,0.18016775575258953,0,42
1596177914.3299997,91.8260624295091,0.18016775575258953,0,42
1596177914.3399997,93.62640403564923,0.18016775575258953,0,42
1596177914.3499997,95.42665981110089,0.18016775575258953,0,42
1596177914.3599997,97.22644351776593,0.18016775575258953,0,42
1596177914.3699996,99.02601264770978,0.18016775575258953,0,42
1596177914.3799996,100.82592510040753,0.18016775575258953,0,42
1596177914.3899996,102.62600921448224,0.18016775575258953,0,42
1596177914.3999996,104.4248058682298,0.18016775575258953,0,42
1596177914.4099996,106.2251045590257,0.18016775575258953,0,42
1596177914.4199996,108.02578948791974,0.18016775575258953,0,42
1596177914.4299996,109.82617400940411,0.18016775575258953,0,42
1596177914.4399996,111.62793182190411,0.18016775575258953,0,42
1596177914.4499996,113.42556976135724,0.18016775575258953,0,42
1596177914.4599996,115.2276279812669,0.18016775575258953,0,42
1596177914.4699996,117.02698253448956,0.18016775575258953,0,42
1596177914.4799995,118.82646583374493,0.18016775575258953,0,42
1596177914.4899995,120.62569164093487,0.18016775575258953,0,42
1596177914.4999995,122.42667697723859,0.18016775575258953,0,42
1596177914.5099995,124.22658942993634,0.18016775575258953,0,42
1596177914.5199995,126.02521442230695,0.18016775575258953,0,42
1596177914.5299995,127.82731555756085,0.18016775575258953,0,42
1596177914.5399995,129.626755941472,0.18016775575258953,0,42
1596177914.5499995,131.42486594971174,0.18016775575258953,0,42
1596177914.5599995,133.22696708496565,0.18016775575258953,0,42
1596177914.5699995,135.02645038422102,0.18016775575258953,0,42
1596177914.5799994,136.82734988983626,0.18016775575258953,0,42
1596177914.5899994,138.62515949066633,0.18016775575258953,0,42
1596177914.5999994,140.42730354126448,0.18016775575258953,0,42
1596177914.6099994,142.22781680878157,0.18016775575258953,0,42
1596177914.6199994,144.0270426159715,0.18016775575258953,0,42
1596177914.6299994,145.82489513214583,0.18016775575258953,0,42
1596177914.6399994,147.62746833618635,0.18016775575258953,0,42
1596177914.6499994,149.42484878357405,0.18016775575258953,0,42
1596177914.6599994,151.22707866486067,0.18016775575258953,0,42
1596177914.6699994,153.02604697998518,0.18016775575258953,0,42
1596177914.6799994,154.82484363373274,0.18016775575258953,0,42
1596177914.6899993,156.62720226105208,0.18016775575258953,0,42
1596177914.6999993,158.4259559994554,0.18016775575258953,0,42
