Type = Mirollor Strogatz (-ish),Function = Peskin,Refract =0.05,Epsilon =0.05,Gamma =3,Start_phase =139
Timestamp,Phase,Offset,Ping?
1596177989,139,0,0
1596177989.01,140.79587841033936,0.7722222222222223,0,42
1596177989.02,142.59604835510254,0.7722222222222223,0,42
1596177989.03,144.39784908294678,0.7722222222222223,0,42
1596177989.04,146.1963882446289,0.7722222222222223,0,42
1596177989.05,147.9963436126709,0.7722222222222223,0,42
1596177989.06,149.79582691192627,0.7722222222222223,0,42
1596177989.07,151.5971555709839,0.7722222222222223,0,42
1596177989.08,153.39651012420654,0.7722222222222223,0,42
1596177989.09,155.1980104446411,0.7722222222222223,0,42
1596177989.1,156.99822330474854,0.7722222222222223,0,42
1596177989.11,158.79800701141357,0.7722222222222223,0,42
1596177989.12,160.59701824188232,0.7722222222222223,0,42
1596177989.1299999,162.39547157287598,0.7722222222222223,0,42
1596177989.1399999,164.19817352294922,0.7722222222222223,0,42
1596177989.1499999,165.9954252243042,0.7722222222222223,0,42
1596177989.1599998,167.79555225372314,0.7722222222222223,0,42
1596177989.1699998,169.5972671508789,0.7722222222222223,0,42
1596177989.1799998,171.3972225189209,0.7722222222222223,0,42
1596177989.1899998,173.1969633102417,0.7722222222222223,0,42
1596177989.1999998,174.99498748779297,0.7722222222222223,0,42
1596177989.2099998,176.79657363891602,0.7722222222222223,0,42
1596177989.2199998,178.5969581604004,0.7722222222222223,0,42
1596177989.2299998,180.39721393585205,0.7722222222222223,0,42
1596177989.2399998,182.19751262664795,0.7722222222222223,0,42
1596177989.2499998,183.99824047088623,0.7722222222222223,0,42
1596177989.2599998,185.79639339447021,0.7722222222222223,0,42
1596177989.2699997,187.5972499847412,0.7722222222222223,0,42
1596177989.2799997,189.39733409881592,0.7722222222222223,0,42
1596177989.2899997,191.19540119171143,0.7722222222222223,0,42
1596177989.2999997,192.9974594116211,0.7722222222222223,0,42
1596177989.3099997,194.79591274261475,0.7722222222222223,0,42
1596177989.3199997,196.59767055511475,0.7722222222222223,0,42
1596177989.3299997,198.39638137817383,0.7722222222222223,0,42
1596177989.3399997,200.19646549224854,0.7722222222222223,0,42
1596177989.3499997,201.99766540527344,0.7722222222222223,0,42
1596177989.3599997,203.79620456695557,0.7722222222222223,0,42
1596177989.3699996,205.59770488739014,0.7722222222222223,0,42
1596177989.3799996,207.39598655700684,0.7722222222222223,0,42
1596177989.3899996,209.19787311553955,0.7722222222222223,0,42
1596177989.3999996,210.9966697692871,0.7722222222222223,0,42
1596177989.4099996,212.79589557647705,0.7722222222222223,0,42
1596177989.4199996,214.59516429901123,0.7722222222222223,0,42
1596177989.4299996,216.3958921432495,0.7722222222222223,0,42
1596177989.4399996,218.1978645324707,0.7722222222222223,0,42
1596177989.4499996,219.99550247192383,0.7722222222222223,0,42
1596177989.4599996,221.7955436706543,0.7722222222222223,0,42
1596177989.4699996,223.59704399108887,0.7722222222222223,0,42
1596177989.4799995,225.39493942260742,0.7722222222222223,0,42
1596177989.4899995,227.19704055786133,0.7722222222222223,0,42
1596177989.4999995,228.99746799468994,0.7722222222222223,0,42
1596177989.5099995,230.79609298706055,0.7722222222222223,0,42
1596177989.5199995,232.59613418579102,0.7722222222222223,0,42
1596177989.5299995,234.3966474533081,0.7722222222222223,0,42
1596177989.5399995,236.19655990600586,0.7722222222222223,0,42
1596177989.5499995,237.99664402008057,0.7722222222222223,0,42
1596177989.5599995,239.79711437225342,0.7722222222222223,0,42
1596177989.5699995,241.59711265563965,0.7722222222222223,0,42
1596177989.5799994,243.3977975845337,0.7722222222222223,0,42
1596177989.5899994,245.19792461395264,0.7722222222222223,0,42
1596177989.5999994,246.99551963806152,0.7722222222222223,0,42
1596177989.6099994,248.79744911193848,0.7722222222222223,0,42
1596177989.6199994,250.59658908843994,0.7722222222222223,0,42
1596177989.6299994,252.39697360992432,0.7722222222222223,0,42
1596177989.6399994,254.19667148590088,0.7722222222222223,0,42
1596177989.6499994,255.99701309204102,0.7722222222222223,0,42
1596177989.6599994,257.7958097457886,0.7722222222222223,0,42
1596177989.6699994,259.59632301330566,0.7722222222222223,0,42
1596177989.6799994,261.3963212966919,0.7722222222222223,0,42
1596177989.6899993,263.19816493988037,0.7722222222222223,0,42
1596177989.6999993,264.9969186782837,0.7722222222222223,0,42
1596177989.7099993,266.7973461151123,0.7722222222222223,0,42
1596177989.7199993,268.59511280059814,0.7722222222222223,0,42
