Timestamp,Phase,Angle,Ping?
1595538715.0000918,321.8791375016336,0,0
1595538715.0101156,323.6810240601663,1.788217430564631,0
1595538715.0196695,325.4007277344827,1.788217430564631,0
1595538715.0196695,346.1602910937931,1.9035483381163554,0
1595538715.0201113,346.2398132266666,1.9035483381163554,0
1595538715.0301125,348.04002608677405,1.9035483381163554,0
1595538715.0401187,349.8411401691105,1.9035483381163554,0
1595538715.050115,351.64049472233313,1.9035483381163554,0
1595538715.0601091,353.4394201221134,1.9035483381163554,0
1595538715.0701213,355.2416070880558,1.9035483381163554,0
1595538715.0801072,357.03907336613196,1.9035483381163554,0
1595538715.0901139,358.84027327915686,1.9035483381163554,0
1595538715.0965679,360,1.9035483381163554,1
1595538715.0965679,0,0,0
1595538715.1066701,1.801457405090332,0,0
1595538715.1166675,3.6009836196899414,0,0
1595538715.1266696,5.401368141174316,0,0
1595538715.1366765,7.202610969543457,0,0
1595538715.1466784,9.002952575683594,0,0
1595538715.1566746,10.802264213562012,0,0
1595538715.1666727,12.601919174194336,0,0
1595538715.1766798,14.403204917907715,0,0
1595538715.1866708,16.20157241821289,0,0
1595538715.196664,18.00036907196045,0,0
1595538715.2066634,19.800238609313965,0,0
1595538715.2166622,21.600022315979004,0,0
1595538715.2266738,23.40212345123291,0,0
1595538715.2366765,25.20259380340576,0,0
1595538715.246678,27.00289249420166,0,0
1595538715.2566803,28.803277015686035,0,0
1595538715.2666764,30.602588653564453,0,0
1595538715.2766693,32.401299476623535,0,0
1595538715.2866793,34.20310020446777,0,0
1595538715.2966783,36.00292682647705,0,0
1595538715.3066666,37.800822257995605,0,0
1595538715.316677,39.60270881652832,0,0
1595538715.3266652,41.40056133270264,0,0
1595538715.3366725,43.201889991760254,0,0
1595538715.3466809,45.003390312194824,0,0
1595538715.3566697,46.801371574401855,0,0
1595538715.3666663,48.60076904296875,0,0
1595538715.376672,50.4017972946167,0,0
1595538715.3866668,52.20085144042969,0,0
1595538715.3966699,54.001407623291016,0,0
1595538715.406676,55.80252170562744,0,0
1595538715.4166708,57.60157585144043,0,0
1595538715.426665,59.40054416656494,0,0
1595538715.436662,61.199984550476074,0,0
1595538715.4466689,63.001227378845215,0,0
1595538715.4566617,64.7999382019043,0,0
1595538715.4666793,66.60311222076416,0,0
1595538715.4766774,68.40276718139648,0,0
1595538715.4866767,70.20263671875,0,0
1595538715.4966762,72.00254917144775,0,0
1595538715.5066683,73.80113124847412,0,0
1595538715.5166724,75.6018590927124,0,0
1595538715.5266783,77.40293025970459,0,0
1595538715.5366726,79.2018985748291,0,0
1595538715.5466807,81.00335597991943,0,0
1595538715.5566688,82.80120849609375,0,0
1595538715.5666711,84.60163593292236,0,0
1595538715.5766754,86.40240669250488,0,0
1595538715.586668,88.20107460021973,0,0
1595538715.5966766,90.00261783599854,0,0
1595538715.6066651,91.80055618286133,0,0
1595538715.6166742,93.60218524932861,0,0
1595538715.6266766,95.40261268615723,0,0
1595538715.6366687,97.2011947631836,0,0
1595538715.6466763,99.00256633758545,0,0
1595538715.656667,100.80089092254639,0,0
1595538715.6666658,102.60067462921143,0,0
1595538715.676662,104.39998626708984,0,0
1595538715.6866727,106.2019157409668,0,0
1595538715.6966672,108.00092697143555,0,0
1595538715.7066739,109.80212688446045,0,0
1595538715.7166646,111.60045146942139,0,0
1595538715.7266755,113.40242385864258,0,0
1595538715.7366626,115.20010471343994,0,0
1595538715.7466688,117.00121879577637,0,0
1595538715.7566662,118.80074501037598,0,0
1595538715.7666624,120.6000566482544,0,0
1595538715.77668,122.40323066711426,0,0
1595538715.7866657,124.20065402984619,0,0
1595538715.7966642,126.00039482116699,0,0
1595538715.8066678,127.8010368347168,0,0
1595538715.8166752,129.6023654937744,0,0
1595538715.8266659,131.40069007873535,0,0
1595538715.8366706,133.20154666900635,0,0
1595538715.8466685,135.00115871429443,0,0
1595538715.856671,136.80162906646729,0,0
1595538715.8666642,138.6003828048706,0,0
1595538715.8766663,140.40076732635498,0,0
1595538715.8866744,142.2022247314453,0,0
1595538715.8966668,144.00084972381592,0,0
1595538715.9066784,145.80295085906982,0,0
1595538715.9166715,147.60170459747314,0,0
1595538715.9266777,149.40281867980957,0,0
1595538715.936672,151.20178699493408,0,0
1595538715.9466746,153.00225734710693,0,0
1595538715.9566658,154.80066776275635,0,0
1595538715.9666667,156.60083770751953,0,0
1595538715.9766777,158.40281009674072,0,0
1595538715.9866729,160.2019500732422,0,0
1595538715.996672,162.00177669525146,0,0
1595538716.0066667,163.80083084106445,0,0
1595538716.0166657,165.60065746307373,0,0
1595538716.0266776,167.40280151367188,0,0
1595538716.03668,169.2032289505005,0,0
1595538716.046664,171.00035190582275,0,0
1595538716.0566688,172.80120849609375,0,0
1595538716.0666769,174.60266590118408,0,0
1595538716.0766687,176.4012050628662,0,0
1595538716.0866685,178.2011604309082,0,0
1595538716.096667,180.000901222229,0,0
1595538716.1066713,181.80167198181152,0,0
1595538716.1166766,183.602614402771,0,0
1595538716.126672,185.4017972946167,0,0
1595538716.1366684,187.20115184783936,0,0
1595538716.1466684,189.0011501312256,0,0
1595538716.1566675,190.80097675323486,0,0
1595538716.1666756,192.6024341583252,0,0
1595538716.1766794,194.40311908721924,0,0
1595538716.1866732,196.20200157165527,0,0
1595538716.1966643,198.0004119873047,0,0
1595538716.2066762,199.80255603790283,0,0
1595538716.2166677,201.60100936889648,0,0
1595538716.2266681,203.4010934829712,0,0
1595538716.236671,205.20160675048828,0,0
1595538716.246671,207.0016050338745,0,0
1595538716.2566772,208.80271911621094,0,0
1595538716.2666695,210.60134410858154,0,0
1595538716.2766702,212.4014711380005,0,0
1595538716.2866678,214.20104026794434,0,0
1595538716.2966735,216.00206851959229,0,0
1595538716.3066714,217.80168056488037,0,0
1595538716.3166625,219.60009098052979,0,0
1595538716.326664,221.40034675598145,0,0
1595538716.3366692,223.20128917694092,0,0
1595538716.3466704,225.00150203704834,0,0
1595538716.3566613,226.79986953735352,0,0
1595538716.3666751,228.60235691070557,0,0
1595538716.376673,230.40196895599365,0,0
1595538716.386661,232.19982147216797,0,0
1595538716.3966675,234.00097846984863,0,0
1595538716.4066753,235.80239295959473,0,0
1595538716.4166684,237.60114669799805,0,0
1595538716.4266713,239.40165996551514,0,0
1595538716.4366708,241.2015724182129,0,0
1595538716.446662,242.9999828338623,0,0
1595538716.4566722,244.80182647705078,0,0
1595538716.466672,246.60178184509277,0,0
1595538716.4766788,248.4030246734619,0,0
1595538716.486667,250.20087718963623,0,0
1595538716.4966755,252.00242042541504,0,0
1595538716.5066686,253.80117416381836,0,0
1595538716.5166748,255.60228824615479,0,0
1595538716.5266762,257.40254402160645,0,0
1595538716.5366743,259.20219898223877,0,0
1595538716.5466673,261.0009527206421,0,0
1595538716.5566714,262.80168056488037,0,0
1595538716.5666752,264.6023654937744,0,0
1595538716.5766656,266.4006471633911,0,0
1595538716.586661,268.1998300552368,0,0
1595538716.5966718,270.00175952911377,0,0
1595538716.60668,271.8032169342041,0,0
1595538716.6166737,273.60209941864014,0,0
1595538716.6266649,275.40050983428955,0,0
1595538716.6366785,277.20295429229736,0,0
1595538716.6466694,279.00132179260254,0,0
1595538716.6566648,280.80050468444824,0,0
1595538716.6666625,282.6000738143921,0,0
1595538716.6766706,284.4015312194824,0,0
1595538716.6866782,286.2029027938843,0,0
1595538716.6966634,288.00024032592773,0,0
1595538716.7066765,289.80259895324707,0,0
1595538716.7166626,291.6001081466675,0,0
1595538716.726674,293.40216636657715,0,0
1595538716.7366607,295.19976139068604,0,0
1595538716.7466755,297.00242042541504,0,0
1595538716.7566772,298.80271911621094,0,0
1595538716.766667,300.6008720397949,0,0
1595538716.7766678,302.4010419845581,0,0
1595538716.7866707,304.2015552520752,0,0
1595538716.7966778,306.0028409957886,0,0
1595538716.8066752,307.8023672103882,0,0
1595538716.8166673,309.60094928741455,0,0
1595538716.8266761,311.4025354385376,0,0
1595538716.8366663,313.20077419281006,0,0
1595538716.8466725,315.0018882751465,0,0
1595538716.8566728,316.80192947387695,0,0
1595538716.8666787,318.60300064086914,0,0
1595538716.8766665,320.4008102416992,0,0
1595538716.8866668,322.2008514404297,0,0
1595538716.8966606,323.9997339248657,0,0
1595538716.9066663,325.8007621765137,0,0
1595538716.9166641,327.60037422180176,0,0
1595538716.926673,329.4019603729248,0,0
1595538716.9366686,331.20118618011475,0,0
1595538716.9466712,333.0016565322876,0,0
1595538716.9566612,334.7998523712158,0,0
1595538716.966679,336.6030693054199,0,0
1595538716.9766781,338.4028959274292,0,0
1595538716.9866748,340.2022933959961,0,0
1595538716.99667,342.00143337249756,0,0
1595538717.0066674,343.80095958709717,0,0
1595538717.0166702,345.60147285461426,0,0
1595538717.02667,347.40142822265625,0,0
1595538717.036673,349.2019844055176,0,0
1595538717.0466645,351.00043773651123,0,0
1595538717.0566747,352.8022813796997,0,0
1595538717.066678,354.6028804779053,0,0
1595538717.074778,356.06088638305664,0,0
1595538717.074778,358.42435455322266,0.01313037872314453,0
1595538717.076674,358.76561737060547,0.01313037872314453,0
1595538717.0835319,360,0.01313037872314453,1
1595538717.0835319,0,0,0
1595538717.0936315,1.8002128601074219,0,0
1595538717.1036313,3.600168228149414,0,0
1595538717.1136353,5.400896072387695,0,0
1595538717.123645,7.202653884887695,0,0
1595538717.1336393,9.001622200012207,0,0
1595538717.1436446,10.80256462097168,0,0
1595538717.1536407,12.601876258850098,0,0
1595538717.1636431,14.402303695678711,0,0
1595538717.173649,16.2033748626709,0,0
1595538717.1836386,18.001484870910645,0,0
1595538717.1936438,19.802427291870117,0,0
1595538717.2036393,21.60161018371582,0,0
1595538717.213632,23.400321006774902,0,0
1595538717.2236402,25.201778411865234,0,0
1595538717.2336307,27.000060081481934,0,0
1595538717.243645,28.80263328552246,0,0
1595538717.2536318,30.600271224975586,0,0
1595538717.2636359,32.40099906921387,0,0
1595538717.273644,34.2024564743042,0,0
1595538717.2836404,36.001811027526855,0,0
1595538717.2936368,37.80116558074951,0,0
1595538717.303641,39.60193634033203,0,0
1595538717.3136327,41.40043258666992,0,0
1595538717.3236313,43.20017337799072,0,0
1595538717.33364,45.00175952911377,0,0
1595538717.3436368,46.801156997680664,0,0
1595538717.353641,48.601927757263184,0,0
1595538717.3636327,50.400424003601074,0,0
1595538717.3736308,52.2000789642334,0,0
1595538717.3836403,54.00179386138916,0,0
1595538717.3936489,55.80333709716797,0,0
1595538717.403639,57.60157585144043,0,0
1595538717.4136481,59.403204917907715,0,0
1595538717.4236488,61.20333194732666,0,0
1595538717.4336414,63.001999855041504,0,0
1595538717.4436371,64.80122566223145,0,0
1595538717.4536488,66.60332679748535,0,0
1595538717.4636462,68.40285301208496,0,0
1595538717.473637,70.20122051239014,0,0
1595538717.4836485,72.0032787322998,0,0
1595538717.493631,73.8001012802124,0,0
1595538717.5036316,75.60022830963135,0,0
1595538717.5136437,77.40241527557373,0,0
1595538717.5236335,79.20056819915771,0,0
1595538717.5336423,81.00215435028076,0,0
1595538717.543647,82.80301094055176,0,0
1595538717.5536466,84.60292339324951,0,0
1595538717.563645,86.40262126922607,0,0
1595538717.5736356,88.20094585418701,0,0
1595538717.5836468,90.00296115875244,0,0
1595538717.593634,91.8006420135498,0,0
1595538717.6036425,93.60218524932861,0,0
1595538717.6136472,95.40304183959961,0,0
1595538717.6236389,97.2015380859375,0,0
1595538717.6336353,99.00089263916016,0,0
1595538717.6436322,100.80033302307129,0,0
1595538717.6536422,102.60213375091553,0,0
1595538717.6636431,104.40230369567871,0,0
1595538717.6736298,106.1998987197876,0,0
1595538717.6836388,108.00152778625488,0,0
1595538717.6936357,109.80096817016602,0,0
1595538717.7036426,111.60221099853516,0,0
1595538717.713646,113.40281009674072,0,0
1595538717.723645,115.20263671875,0,0
1595538717.7336323,117.0003604888916,0,0
1595538717.7436407,118.80186080932617,0,0
1595538717.7536366,120.60112953186035,0,0
1595538717.7636418,122.40207195281982,0,0
1595538717.7736454,124.20271396636963,0,0
1595538717.7836428,126.00224018096924,0,0
1595538717.793632,127.80030727386475,0,0
1595538717.803639,129.6015501022339,0,0
1595538717.813645,131.40262126922607,0,0
1595538717.8236418,133.2020616531372,0,0
1595538717.8336396,135.0016736984253,0,0
1595538717.8436384,136.80145740509033,0,0
1595538717.8536417,138.6020565032959,0,0
1595538717.8636355,140.40093898773193,0,0
1595538717.8736384,142.20145225524902,0,0
1595538717.883632,144.00029182434082,0,0
1595538717.893647,145.80299377441406,0,0
1595538717.9036438,147.6024341583252,0,0
1595538717.9136312,149.4001579284668,0,0
1595538717.9236486,151.20328903198242,0,0
1595538717.9336371,153.00122737884521,0,0
1595538717.9436405,154.80182647705078,0,0
1595538717.9536343,156.60070896148682,0,0
