Timestamp,HeadingPhase,Heading,HeadPing?,TimerPhase,TimerPing?
1596128333.754403,0,200.0,0,0,0
1596128333.7644176,0,200.0,0,0.9008359909057617,0
1596128333.7744138,0,200.0,0,1.8004918098449707,0
1596128333.7844305,0,200.0,0,2.701992988586426,0
1596128333.7944245,0,200.0,0,3.6014556884765625,0
1596128333.804427,0,200.0,0,4.501669406890869,0
1596128333.814418,0,200.0,0,5.400874614715576,0
1596128333.8244398,0,200.0,0,6.302826404571533,0
1596128333.8344126,0,200.0,0,7.200379371643066,0
1596128333.8444154,0,200.0,0,8.100636005401611,0
1596128333.8544083,0,200.0,0,8.999991416931152,0
1596128333.8644154,0,200.0,0,9.900634288787842,0
1596128333.8744113,0,200.0,0,10.800268650054932,0
1596128333.8844137,0,200.0,0,11.700482368469238,0
1596128333.8944309,0,200.0,0,12.602026462554932,0
1596128333.9044254,0,200.0,0,13.501532077789307,0
1596128333.914421,0,200.0,0,14.401144981384277,0
1596128333.92441,0,200.0,0,15.300157070159912,0
1596128333.9344113,0,200.0,0,16.200263500213623,0
1596128333.944418,0,200.0,0,17.100863456726074,0
1596128333.954428,0,200.0,0,18.001763820648193,0
1596128333.9644167,0,200.0,0,18.90075445175171,0
1596128333.974414,0,200.0,0,19.800517559051514,0
1596128333.9844112,0,200.0,0,20.7002592086792,0
1596128333.994411,0,200.0,0,21.600236892700195,0
1596128334.0044134,0,200.0,0,22.500450611114502,0
1596128334.0144103,0,200.0,0,23.40017080307007,0
1596128334.0244305,0,200.0,0,24.30199384689331,0
1596128334.0344083,0,200.0,0,25.199997425079346,0
1596128334.0444083,0,200.0,0,26.09999656677246,0
1596128334.0544298,0,200.0,0,27.0019268989563,0
1596128334.0644252,0,200.0,0,27.90151834487915,0
1596128334.0744262,0,200.0,0,28.801603317260742,0
1596128334.0844104,0,200.0,0,29.700186252593994,0
1596128334.0944088,0,200.0,0,30.600035190582275,0
1596128334.10442,0,200.0,0,31.50104284286499,0
1596128334.1144102,0,200.0,0,32.40016222000122,0
1596128334.1244202,0,200.0,0,33.30106258392334,0
1596128334.1344237,0,200.0,0,34.20138359069824,0
1596128334.144408,0,200.0,0,35.099966526031494,0
1596128334.1544223,0,200.0,0,36.00125312805176,0
1596128334.1644166,0,200.0,0,36.900737285614014,0
1596128334.174428,0,200.0,0,37.80176639556885,0
1596128334.1844249,0,200.0,0,38.701486587524414,0
1596128334.1944113,0,200.0,0,39.60026264190674,0
