Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 214
Timestamp,Phase,Offset,Ping?
1596167288,214,0,0
1596167288.01,215.79742336273193,1.1888888888888889,0,42
1596167288.02,217.5960054397583,1.1888888888888889,0,42
1596167288.03,219.3965187072754,1.1888888888888889,0,42
1596167288.04,221.19857692718506,1.1888888888888889,0,42
1596167288.05,222.99518489837646,1.1888888888888889,0,42
1596167288.06,224.7974147796631,1.1888888888888889,0,42
1596167288.07,226.5960397720337,1.1888888888888889,0,42
1596167288.08,228.3962526321411,1.1888888888888889,0,42
1596167288.09,230.1967658996582,1.1888888888888889,0,42
1596167288.1,231.9967212677002,1.1888888888888889,0,42
1596167288.11,233.7975778579712,1.1888888888888889,0,42
1596167288.12,235.5954303741455,1.1888888888888889,0,42
1596167288.1299999,237.3971881866455,1.1888888888888889,0,42
1596167288.1399999,239.1979160308838,1.1888888888888889,0,42
1596167288.1499999,240.9982147216797,1.1888888888888889,0,42
1596167288.1599998,242.79675388336182,1.1888888888888889,0,42
1596167288.1699998,244.59585094451904,1.1888888888888889,0,42
1596167288.1799998,246.3984670639038,1.1888888888888889,0,42
1596167288.1899998,248.19859409332275,1.1888888888888889,0,42
1596167288.1999998,249.99550247192383,1.1888888888888889,0,42
1596167288.2099998,251.79674530029297,1.1888888888888889,0,42
1596167288.2199998,253.59846019744873,1.1888888888888889,0,42
1596167288.2299998,255.3981580734253,1.1888888888888889,0,42
1596167288.2399998,257.1975984573364,1.1888888888888889,0,42
1596167288.2499998,258.99557971954346,1.1888888888888889,0,42
1596167288.2599998,260.7959213256836,1.1888888888888889,0,42
1596167288.2699997,262.5957908630371,1.1888888888888889,0,42
1596167288.2799997,264.39716243743896,1.1888888888888889,0,42
1596167288.2899997,266.1952295303345,1.1888888888888889,0,42
1596167288.2999997,267.99853229522705,1.1888888888888889,0,42
1596167288.3099997,269.7961702346802,1.1888888888888889,0,42
1596167288.3199997,271.59543895721436,1.1888888888888889,0,42
1596167288.3299997,273.39762592315674,1.1888888888888889,0,42
1596167288.3399997,275.198353767395,1.1888888888888889,0,42
1596167288.3499997,276.997407913208,1.1888888888888889,0,42
1596167288.3599997,278.79641914367676,1.1888888888888889,0,42
1596167288.3699996,280.59538745880127,1.1888888888888889,0,42
1596167288.3799996,282.39534282684326,1.1888888888888889,0,42
1596167288.3899996,284.1969289779663,1.1888888888888889,0,42
1596167288.3999996,285.99559688568115,1.1888888888888889,0,42
1596167288.4099996,287.79611015319824,1.1888888888888889,0,42
1596167288.4199996,289.5958938598633,1.1888888888888889,0,42
1596167288.4299996,291.396879196167,1.1888888888888889,0,42
1596167288.4399996,293.19511795043945,1.1888888888888889,0,42
1596167288.4499996,294.9961462020874,1.1888888888888889,0,42
1596167288.4599996,296.79829025268555,1.1888888888888889,0,42
1596167288.4699996,298.5960998535156,1.1888888888888889,0,42
