Type = Reachback Firefly,Function = Reachback Firefly (ln/e^),Refract = 0.05,Epsilon = 0.01,Start_phase = 173
Timestamp,Phase,Offset,Ping?
1596175460,173,0,0
1596175460.01,174.7980670928955,0.9611111111111111,0,42
1596175460.02,176.5965633392334,0.9611111111111111,0,42
1596175460.03,178.39660453796387,0.9611111111111111,0,42
1596175460.04,180.19750404357913,0.9611111111111111,0,42
1596175460.05,181.99638652801517,0.9611111111111111,0,42
1596175460.06,183.79668521881106,0.9611111111111111,0,42
1596175460.07,185.5966835021973,0.9611111111111111,0,42
1596175460.08,187.39578056335452,0.9611111111111111,0,42
1596175460.09,189.19723796844485,0.9611111111111111,0,42
1596175460.1,190.9955625534058,0.9611111111111111,0,42
1596175460.11,192.79697704315188,0.9611111111111111,0,42
1596175460.12,194.59693241119388,0.9611111111111111,0,42
1596175460.1299999,196.39577198028567,0.9611111111111111,0,42
1596175460.1331046,196.9537572860718,0.9611111111111111,0
1596175460.1331046,196.9537572860718,0.9611111111111111,0
1596175460.1399999,198.1957702636719,0.9611111111111111,0,42
1596175460.1499999,199.99512481689456,0.9611111111111111,0,42
1596175460.1599998,201.7950372695923,0.9611111111111111,0,42
1596175460.1699998,203.59537887573245,0.9611111111111111,0,42
1596175460.1799998,205.39812374114993,0.9611111111111111,0,42
1596175460.1899998,207.1963624954224,0.9611111111111111,0,42
1596175460.1999998,208.99747657775882,0.9611111111111111,0,42
1596175460.2099998,210.7961874008179,0.9611111111111111,0,42
1596175460.2199998,212.59528446197513,0.9611111111111111,0,42
1596175460.2299998,214.39704227447513,0.9611111111111111,0,42
1596175460.2399998,216.19566726684573,0.9611111111111111,0,42
1596175460.2499998,217.99691009521487,0.9611111111111111,0,42
1596175460.2599998,219.79506301879886,0.9611111111111111,0,42
1596175460.2699997,221.597207069397,0.9611111111111111,0,42
1596175460.2799997,223.39608955383304,0.9611111111111111,0,42
1596175460.2899997,225.19638824462893,0.9611111111111111,0,42
1596175460.2999997,226.99797439575198,0.9611111111111111,0,42
1596175460.3099997,228.7952690124512,0.9611111111111111,0,42
1596175460.3199997,230.59767055511477,0.9611111111111111,0,42
1596175460.3299997,232.39646720886233,0.9611111111111111,0,42
1596175460.3399997,234.197624206543,0.9611111111111111,0,42
1596175460.3499997,235.9970216751099,0.9611111111111111,0,42
1596175460.3599997,237.7968912124634,0.9611111111111111,0,42
1596175460.3699996,239.59791946411136,0.9611111111111111,0,42
1596175460.3799996,241.39585781097415,0.9611111111111111,0,42
1596175460.3899996,243.19791603088382,0.9611111111111111,0,42
1596175460.3999996,244.99499607086184,0.9611111111111111,0,42
1596175460.4099996,246.79718303680423,0.9611111111111111,0,42
1596175460.4199996,248.59525012969974,0.9611111111111111,0,42
1596175460.4299996,250.39748001098636,0.9611111111111111,0,42
1596175460.4399996,252.19674873352054,0.9611111111111111,0,42
1596175460.4499996,253.99760532379153,0.9611111111111111,0,42
1596175460.4599996,255.7948570251465,0.9611111111111111,0,42
1596175460.4699996,257.5954132080078,0.9611111111111111,0,42
1596175460.4799995,259.397385597229,0.9611111111111111,0,42
1596175460.4899995,261.1975555419922,0.9611111111111111,0,42
1596175460.4999995,262.9979829788208,0.9611111111111111,0,42
1596175460.5099995,264.7980670928955,0.9611111111111111,0,42
1596175460.5199995,266.5949754714966,0.9611111111111111,0,42
1596175460.5299995,268.3953170776367,0.9611111111111111,0,42
1596175460.5369804,269.651406288147,0.9611111111111111,0
1596175460.5369804,269.651406288147,0.9611111111111111,0
1596175460.5399995,270.19634532928467,0.9611111111111111,0,42
1596175460.5499995,271.99651527404785,0.9611111111111111,0,42
1596175460.5599995,273.7978868484497,0.9611111111111111,0,42
1596175460.5699995,275.5970697402954,0.9611111111111111,0,42
1596175460.5799994,277.3956518173218,0.9611111111111111,0,42
1596175460.5899994,279.19818210601807,0.9611111111111111,0,42
1596175460.5999994,280.9955196380615,0.9611111111111111,0,42
