Type = Reachback Firefly,Function = Reachback Firefly (ln/e^),Refract = 0.05,Epsilon = 0.002,Start_phase = 300
Timestamp,Phase,Offset,Ping?
1596173364,300,0,0
1596173364.01,301.79720878601074,1.6666666666666667,0,42
1596173364.02,303.596134185791,1.6666666666666667,0,42
1596173364.03,305.3942012786865,1.6666666666666667,0,42
1596173364.04,307.1955728530884,1.6666666666666667,0,42
1596173364.05,308.9972448348999,1.6666666666666667,0,42
1596173364.06,310.79715728759766,1.6666666666666667,0,42
1596173364.07,312.5971555709839,1.6666666666666667,0,42
1596173364.08,314.3941068649292,1.6666666666666667,0,42
1596173364.09,316.1940622329712,1.6666666666666667,0,42
1596173364.1,317.9971933364868,1.6666666666666667,0,42
1596173364.11,319.7968053817749,1.6666666666666667,0,42
1596173364.12,321.5952157974243,1.6666666666666667,0,42
1596173364.1299999,323.39512825012207,1.6666666666666667,0,42
1596173364.1399999,325.1971435546875,1.6666666666666667,0,42
1596173364.1499999,326.9944381713867,1.6666666666666667,0,42
1596173364.1599998,328.7950372695923,1.6666666666666667,0,42
1596173364.1699998,330.59585094451904,1.6666666666666667,0,42
1596173364.1799998,332.3957633972168,1.6666666666666667,0,42
1596173364.1899998,334.1945171356201,1.6666666666666667,0,42
1596173364.1999998,335.9960174560547,1.6666666666666667,0,42
1596173364.2099998,337.7942132949829,1.6666666666666667,0,42
1596173364.2199998,339.5961856842041,1.6666666666666667,0,42
1596173364.2299998,341.3951539993286,1.6666666666666667,0,42
1596173364.2399998,343.1937789916992,1.6666666666666667,0,42
1596173364.2499998,344.99579429626465,1.6666666666666667,0,42
1596173364.2599998,346.7964792251587,1.6666666666666667,0,42
1596173364.2699997,348.59484672546387,1.6666666666666667,0,42
1596173364.2799997,350.3967761993408,1.6666666666666667,0,42
1596173364.2899997,352.1964740753174,1.6666666666666667,0,42
1596173364.2999997,353.99471282958984,1.6666666666666667,0,42
1596173364.3099997,355.7960844039917,1.6666666666666667,0,42
1596173364.3199997,357.5969409942627,1.6666666666666667,0,42
1596173364.3299997,359.3941926956177,1.6666666666666667,0,42
1596173364.3333776,360,1.6666666666666667,1
1596173364.3333776,0,0,0
1596173364.3433776,1.8010282516479492,0,0,42
1596173364.3533776,3.6031293869018555,0,0,42
1596173364.3633776,5.402998924255371,0,0,42
1596173364.3733776,7.201023101806641,0,0,42
1596173364.3833776,9.000763893127441,0,0,42
1596173364.3933775,10.801405906677246,0,0,42
1596173364.4033775,12.601361274719238,0,0,42
1596173364.4133775,14.402174949645996,0,0,42
1596173364.4233775,16.202473640441895,0,0,42
1596173364.4333775,18.002257347106934,0,0,42
1596173364.4433775,19.803242683410645,0,0,42
1596173364.4533775,21.60036563873291,0,0,42
1596173364.4633775,23.400321006774902,0,0,42
1596173364.4733775,25.203280448913574,0,0,42
1596173364.4833775,26.999974250793457,0,0,42
1596173364.4933774,28.80168914794922,0,0,42
1596173364.5033774,30.600271224975586,0,0,42
1596173364.5133774,32.40035533905029,0,0,42
1596173364.5233774,34.20185565948486,0,0,42
1596173364.5333774,36.00189685821533,0,0,42
1596173364.5433774,37.800049781799316,0,0,42
1596173364.5533774,39.60275173187256,0,0,42
1596173364.5633774,41.402878761291504,0,0,42
1596173364.5733774,43.20201873779297,0,0,42
