Type = Mirollor Strogatz (-ish),Function = Mirollor Strogatz,Refract = 0.1,Epsilon = 0.1,B = 10,Start_phase = 0
Timestamp,Phase,Offset,Ping?
1595821340.0000174,0,0,0
1595821340.0100322,1.8015003204345703,0.0,0
1595821340.0200405,3.6030006408691406,0.0,0
1595821340.0300314,5.401368141174316,0.0,0
1595821340.040031,7.20128059387207,0.0,0
1595821340.0500407,9.00303840637207,0.0,0
1595821340.0600278,10.800719261169434,0.0,0
1595821340.0700278,12.600717544555664,0.0,0
1595821340.080035,14.402003288269043,0.0,0
1595821340.0900373,16.202430725097656,0.0,0
1595821340.1000416,18.003201484680176,0.0,0
1595821340.1100276,19.800667762756348,0.0,0
1595821340.1200392,21.602768898010254,0.0,0
1595821340.130037,23.40238094329834,0.0,0
1595821340.140024,25.200018882751465,0.0,0
1595821340.150027,27.000575065612793,0.0,0
1595821340.1600406,28.803019523620605,0.0,0
1595821340.1700325,30.601558685302734,0.0,0
1595821340.1800253,32.400269508361816,0.0,0
1595821340.190029,34.20091152191162,0.0,0
1595821340.200024,36.00000858306885,0.0,0
1595821340.21003,37.80112266540527,0.0,0
1595821340.2200394,39.6027946472168,0.0,0
1595821340.2300367,41.402320861816406,0.0,0
1595821340.2400281,43.20077419281006,0.0,0
1595821340.2500353,45.00205993652344,0.0,0
1595821340.260042,46.80325984954834,0.0,0
1595821340.2700267,48.60051155090332,0.0,0
1595821340.2800379,50.40252685546875,0.0,0
1595821340.290026,52.200379371643066,0.0,0
1595821340.300027,54.00054931640625,0.0,0
1595821340.3100302,55.801148414611816,0.0,0
1595821340.3200371,57.60239124298096,0.0,0
1595821340.330039,59.402732849121094,0.0,0
1595821340.3400328,61.20161533355713,0.0,0
1595821340.3500237,62.999982833862305,0.0,0
1595821340.3600402,64.80294227600098,0.0,0
1595821340.3700402,66.6029405593872,0.0,0
1595821340.3800244,68.40010643005371,0.0,0
1595821340.3900235,70.19993305206299,0.0,0
1595821340.4000287,72.00087547302246,0.0,0
1595821340.4100404,73.80297660827637,0.0,0
1595821340.420033,75.60164451599121,0.0,0
1595821340.4300375,77.40245819091797,0.0,0
1595821340.4400377,79.20249938964844,0.0,0
1595821340.4500303,81.00116729736328,0.0,0
1595821340.4600358,82.80215263366699,0.0,0
1595821340.470039,84.60270881652832,0.0,0
1595821340.4800346,86.40193462371826,0.0,0
1595821340.4900408,88.20304870605469,0.0,0
1595821340.5000262,90.00042915344238,0.0,0
1595821340.510042,91.80325984954834,0.0,0
1595821340.52003,93.60111236572266,0.0,0
1595821340.5300272,95.40059566497803,0.0,0
1595821340.5400333,97.20170974731445,0.0,0
1595821340.55004,99.00290966033936,0.0,0
1595821340.560037,100.80235004425049,0.0,0
1595821340.5700395,102.60282039642334,0.0,0
1595821340.580028,104.40075874328613,0.0,0
1595821340.590033,106.20165824890137,0.0,0
1595821340.6000404,108.00298690795898,0.0,0
1595821340.61003,109.80109691619873,0.0,0
1595821340.6200414,111.6031551361084,0.0,0
1595821340.6300328,113.40160846710205,0.0,0
1595821340.64003,115.20109176635742,0.0,0
1595821340.6500368,117.00233459472656,0.0,0
1595821340.6600387,118.8026762008667,0.0,0
1595821340.6700273,120.60061454772949,0.0,0
1595821340.6800327,122.4015998840332,0.0,0
1595821340.6900353,124.20207023620605,0.0,0
1595821340.7000315,126.00138187408447,0.0,0
1595821340.7100327,127.8015947341919,0.0,0
1595821340.720039,129.60270881652832,0.0,0
1595821340.7300406,131.40300750732422,0.0,0
1595821340.7400239,133.20000171661377,0.0,0
1595821340.7500308,135.0012445449829,0.0,0
1595821340.7600276,136.80068492889404,0.0,0
1595821340.7700238,138.59999656677246,0.0,0
1595821340.7800279,140.40072441101074,0.0,0
1595821340.7900288,142.20089435577393,0.0,0
1595821340.800038,144.00256633758545,0.0,0
1595821340.8100371,145.80239295959473,0.0,0
1595821340.8200388,147.60269165039062,0.0,0
1595821340.8300374,149.40243244171143,0.0,0
1595821340.8400266,151.20049953460693,0.0,0
1595821340.8500357,153.00212860107422,0.0,0
1595821340.860024,154.80002403259277,0.0,0
1595821340.8700378,156.60251140594482,0.0,0
1595821340.8800292,158.40096473693848,0.0,0
1595821340.8900406,160.20302295684814,0.0,0
1595821340.9000363,162.0022487640381,0.0,0
1595821340.9100301,163.80113124847412,0.0,0
1595821340.920023,165.5998420715332,0.0,0
1595821340.930036,167.40220069885254,0.0,0
1595821340.940028,169.20073986053467,0.0,0
1595821340.9500327,171.00159645080566,0.0,0
1595821340.9600286,172.80086517333984,0.0,0
1595821340.9700406,174.603009223938,0.0,0
1595821340.9800248,176.4001750946045,0.0,0
1595821340.9900272,178.2006025314331,0.0,0
1595821341.000036,180.00218868255615,0.0,0
1595821341.0088832,181.5946912765503,0.0,0
1595821341.0088832,360.0,0.991140604019165,0
1595821341.0090413,360,0.991140604019165,1
1595821341.0090413,0,0,0
1595821341.0190604,1.803431510925293,0,0
1595821341.0290577,3.6029577255249023,0,0
1595821341.0390441,5.400509834289551,0,0
1595821341.0490594,7.203254699707031,0,0
1595821341.0590465,9.000935554504395,0,0
1595821341.0690448,10.800633430480957,0,0
1595821341.0790453,12.600717544555664,0,0
1595821341.089059,14.403204917907715,0,0
1595821341.0990455,16.200757026672363,0,0
1595821341.109057,18.00281524658203,0,0
1595821341.119048,19.801225662231445,0,0
1595821341.1290572,21.60285472869873,0,0
1595821341.1390436,23.40040683746338,0,0
1595821341.1490428,25.200276374816895,0,0
1595821341.1590579,27.002978324890137,0,0
1595821341.1690557,28.802590370178223,0,0
1595821341.1790435,30.6003999710083,0,0
1595821341.1890488,32.40134239196777,0,0
1595821341.199057,34.202842712402344,0,0
1595821341.2090566,36.0027551651001,0,0
1595821341.2190583,37.803053855895996,0,0
1595821341.229043,39.60030555725098,0,0
1595821341.2390583,41.40305042266846,0,0
1595821341.2490535,43.20219039916992,0,0
1595821341.2590466,45.00094413757324,0,0
1595821341.2690473,46.80107116699219,0,0
1595821341.2790523,48.60197067260742,0,0
1595821341.289051,50.40175437927246,0,0
1595821341.2990537,52.20222473144531,0,0
1595821341.3090494,54.001450538635254,0,0
1595821341.3190486,55.80132007598877,0,0
1595821341.3290534,57.602176666259766,0,0
1595821341.3390567,59.40277576446533,0,0
1595821341.3490548,61.202430725097656,0,0
1595821341.3590577,63.002943992614746,0,0
1595821341.3690474,64.80109691619873,0,0
1595821341.3790495,66.6014814376831,0,0
1595821341.389044,68.40049266815186,0,0
1595821341.3990505,70.20164966583252,0,0
1595821341.4090445,72.0005750656128,0,0
1595821341.419046,73.80083084106445,0,0
1595821341.4290512,75.60177326202393,0,0
1595821341.4390488,77.40134239196777,0,0
1595821341.4490502,79.20159816741943,0,0
1595821341.4590518,81.00189685821533,0,0
1595821341.469047,82.8010368347168,0,0
1595821341.479047,84.60103511810303,0,0
1595821341.4890592,86.40322208404541,0,0
1595821341.499048,88.20120334625244,0,0
1595821341.5090415,90.00004291534424,0,0
1595821341.519054,91.80227279663086,0,0
1595821341.5290508,93.60171318054199,0,0
1595821341.5390577,95.40295600891113,0,0
1595821341.5490592,97.2032117843628,0,0
1595821341.559041,98.99994850158691,0,0
1595821341.5690413,100.79998970031738,0,0
1595821341.5790484,102.60127544403076,0,0
1595821341.5890439,104.40045833587646,0,0
1595821341.5990531,106.20213031768799,0,0
1595821341.609046,108.00084114074707,0,0
1595821341.619041,109.7999382019043,0,0
1595821341.629059,111.60319805145264,0,0
1595821341.6390407,113.39989185333252,0,0
1595821341.6490448,115.2006196975708,0,0
1595821341.6590545,117.0023775100708,0,0
1595821341.6690538,118.80224704742432,0,0
1595821341.6790538,120.60224533081055,0,0
1595821341.6890574,122.40288734436035,0,0
1595821341.6990495,124.20146942138672,0,0
1595821341.7090533,126.00215435028076,0,0
1595821341.7190423,127.80017852783203,0,0
1595821341.7290573,129.60288047790527,0,0
1595821341.7390463,131.40090465545654,0,0
1595821341.7490535,133.20219039916992,0,0
1595821341.7590468,135.00098705291748,0,0
1595821341.7690523,136.8019723892212,0,0
1595821341.7790546,138.6023998260498,0,0
1595821341.7890596,140.40329933166504,0,0
1595821341.7990506,142.20166683197021,0,0
1595821341.809046,144.00084972381592,0,0
1595821341.8190577,145.80295085906982,0,0
1595821341.8290586,147.603120803833,0,0
1595821341.8390594,149.40324783325195,0,0
1595821341.8490465,151.20092868804932,0,0
1595821341.8590505,153.0016565322876,0,0
1595821341.8690531,154.80212688446045,0,0
1595821341.8790467,156.60096645355225,0,0
1595821341.8890429,158.40027809143066,0,0
1595821341.8990586,160.20310878753662,0,0
1595821341.9090514,162.0018196105957,0,0
1595821341.9190524,163.8019895553589,0,0
1595821341.9290571,165.60284614562988,0,0
1595821341.9390464,167.4009132385254,0,0
1595821341.9490573,169.20288562774658,0,0
1595821341.9590445,171.00056648254395,0,0
1595821341.969045,172.80065059661865,0,0
1595821341.9790502,174.60159301757812,0,0
1595821341.9890575,176.40292167663574,0,0
1595821341.999042,178.20013046264648,0,0
1595821342.0090492,180.00141620635986,0,0
1595821342.0190485,181.80128574371338,0,0
1595821342.0290418,183.60008239746094,0,0
1595821342.039046,185.40085315704346,0,0
1595821342.0490441,187.20050811767578,0,0
1595821342.0590465,189.0009355545044,0,0
1595821342.0690434,190.80037593841553,0,0
1595821342.0790575,192.60290622711182,0,0
1595821342.0890403,194.3998146057129,0,0
1595821342.0990486,196.20131492614746,0,0
1595821342.1090457,198.00079822540283,0,0
1595821342.1190538,199.80225563049316,0,0
1595821342.129043,201.60032272338867,0,0
1595821342.1390402,203.39980602264404,0,0
1595821342.149041,205.199933052063,0,0
1595821342.1590426,207.0002317428589,0,0
1595821342.169053,208.8021183013916,0,0
1595821342.179043,210.60031414031982,0,0
1595821342.1890452,212.4006986618042,0,0
1595821342.1990569,214.2027997970581,0,0
1595821342.2090461,216.0008668899536,0,0
1595821342.219058,217.80301094055176,0,0
1595821342.2290576,219.6029233932495,0,0
1595821342.2390587,221.40313625335693,0,0
1595821342.2490528,223.2020616531372,0,0
1595821342.2590494,225.0014591217041,0,0
1595821342.2690492,226.8014144897461,0,0
1595821342.2790496,228.6014986038208,0,0
1595821342.289051,230.40175437927246,0,0
1595821342.2990587,232.20312595367432,0,0
1595821342.3090484,234.0012788772583,0,0
1595821342.3190448,235.80063343048096,0,0
1595821342.3290436,237.600417137146,0,0
1595821342.339044,239.4005012512207,0,0
1595821342.3490558,241.2026023864746,0,0
1595821342.3590505,243.0016565322876,0,0
1595821342.3690517,244.80186939239502,0,0
1595821342.379053,246.60212516784668,0,0
1595821342.389048,248.4012222290039,0,0
1595821342.3990474,250.20109176635742,0,0
1595821342.4090464,252.0009183883667,0,0
1595821342.4190433,253.80035877227783,0,0
1595821342.4290466,255.6009578704834,0,0
1595821342.4390526,257.4020290374756,0,0
1595821342.449054,259.20228481292725,0,0
1595821342.459053,261.0021114349365,0,0
1595821342.4690409,262.7999210357666,0,0
1595821342.4790413,264.6000051498413,0,0
1595821342.4890583,266.40305042266846,0,0
1595821342.499046,268.20086002349854,0,0
1595821342.5090444,270.0005578994751,0,0
1595821342.5190508,271.80171489715576,0,0
1595821342.5290506,273.60167026519775,0,0
1595821342.5390568,275.4027843475342,0,0
1595821342.5490525,277.2020101547241,0,0
1595821342.5590484,279.0012788772583,0,0
1595821342.5690496,280.8014917373657,0,0
1595821342.5790422,282.60015964508057,0,0
1595821342.5890458,284.40080165863037,0,0
1595821342.59904,286.1997699737549,0,0
1595821342.6090455,288.0007553100586,0,0
1595821342.6190398,289.7997236251831,0,0
1595821342.629045,291.6006660461426,0,0
1595821342.6390412,293.399977684021,0,0
1595821342.6490407,295.19989013671875,0,0
1595821342.6590526,297.0020341873169,0,0
1595821342.6690397,298.79971504211426,0,0
1595821342.6790512,300.6017732620239,0,0
1595821342.689043,302.40031242370605,0,0
1595821342.6990519,304.2018985748291,0,0
1595821342.7090416,306.0000514984131,0,0
1595821342.7190566,307.8027534484863,0,0
1595821342.729041,309.59996223449707,0,0
1595821342.7390583,311.40305042266846,0,0
1595821342.749052,313.2019329071045,0,0
1595821342.7590578,315.00296115875244,0,0
1595821342.7690542,316.8023157119751,0,0
1595821342.7790556,318.60257148742676,0,0
1595821342.7890491,320.40141105651855,0,0
1595821342.7990518,322.2018814086914,0,0
1595821342.809052,324.0019226074219,0,0
1595821342.8190446,325.8005905151367,0,0
1595821342.82904,327.5997734069824,0,0
1595821342.839055,329.40247535705566,0,0
1595821342.8490462,331.2008857727051,0,0
1595821342.85905,333.0015707015991,0,0
1595821342.8690448,334.8006248474121,0,0
1595821342.8790414,336.600022315979,0,0
1595821342.8890448,338.40062141418457,0,0
1595821342.8990462,340.20087718963623,0,0
1595821342.9090452,342.0007038116455,0,0
1595821342.9190464,343.80091667175293,0,0
1595821342.9290483,345.60125827789307,0,0
1595821342.939055,347.40245819091797,0,0
1595821342.9490583,349.20305728912354,0,0
1595821342.959042,351.00013732910156,0,0
1595821342.969058,352.80301094055176,0,0
1595821342.9790428,354.60026264190674,0,0
1595821342.9890451,356.40069007873535,0,0
1595821342.999044,358.2004737854004,0,0
1595821343.0089915,359.9910306930542,0,0
1595821343.0089915,360.0,4.982948303222656e-05,0
1595821343.0091407,360,4.982948303222656e-05,1
1595821343.0091407,0,0,0
1595821343.0191548,1.802530288696289,0,0
1595821343.0291557,3.6027002334594727,0,0
1595821343.039148,5.401325225830078,0,0
1595821343.0491447,7.200722694396973,0,0
1595821343.0591495,9.001579284667969,0,0
1595821343.0691478,10.801277160644531,0,0
1595821343.079153,12.602219581604004,0,0
1595821343.0891454,14.40084457397461,0,0
1595821343.099156,16.202731132507324,0,0
1595821343.1091452,18.000798225402832,0,0
1595821343.119144,19.80058193206787,0,0
1595821343.1291523,21.60208225250244,0,0
1595821343.1391437,23.400535583496094,0,0
1595821343.149145,25.200748443603516,0,0
1595821343.1591554,27.00263500213623,0,0
1595821343.1691544,28.802461624145508,0,0
1595821343.1791456,30.600872039794922,0,0
1595821343.1891518,32.40198612213135,0,0
1595821343.1991422,34.20026779174805,0,0
1595821343.209158,36.003098487854004,0,0
1595821343.219151,37.801852226257324,0,0
1595821343.2291453,39.600820541381836,0,0
