Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 300
Timestamp,Phase,Offset,Ping?
1596164912,300,0,0
1596164912.01,301.79686546325684,1.6666666666666667,0,42
1596164912.02,303.5969924926758,1.6666666666666667,0,42
1596164912.03,305.39690494537354,1.6666666666666667,0,42
1596164912.04,307.1984910964966,1.6666666666666667,0,42
1596164912.05,308.9974594116211,1.6666666666666667,0,42
1596164912.06,310.79895973205566,1.6666666666666667,0,42
1596164912.07,312.5973701477051,1.6666666666666667,0,42
1596164912.08,314.39887046813965,1.6666666666666667,0,42
1596164912.09,316.19783878326416,1.6666666666666667,0,42
1596164912.1,317.99890995025635,1.6666666666666667,0,42
1596164912.11,319.7992515563965,1.6666666666666667,0,42
1596164912.12,321.5984773635864,1.6666666666666667,0,42
1596164912.1299999,323.397274017334,1.6666666666666667,0,42
1596164912.1399999,325.19744396209717,1.6666666666666667,0,42
1596164912.1499999,326.9991159439087,1.6666666666666667,0,42
1596164912.1599998,328.79834175109863,1.6666666666666667,0,42
1596164912.1699998,330.59731006622314,1.6666666666666667,0,42
1596164912.1799998,332.3970079421997,1.6666666666666667,0,42
1596164912.1899998,334.19623374938965,1.6666666666666667,0,42
1596164912.1999998,335.99709033966064,1.6666666666666667,0,42
1596164912.2099998,337.7970027923584,1.6666666666666667,0,42
1596164912.2199998,339.599232673645,1.6666666666666667,0,42
1596164912.2299998,341.3976860046387,1.6666666666666667,0,42
1596164912.2399998,343.19772720336914,1.6666666666666667,0,42
1596164912.2499998,344.99781131744385,1.6666666666666667,0,42
1596164912.2599998,346.79858207702637,1.6666666666666667,0,42
1596164912.2699997,348.5992670059204,1.6666666666666667,0,42
1596164912.2799997,350.39780616760254,1.6666666666666667,0,42
1596164912.2899997,352.1964740753174,1.6666666666666667,0,42
1596164912.2999997,353.9983606338501,1.6666666666666667,0,42
1596164912.3099997,355.7985734939575,1.6666666666666667,0,42
1596164912.3199997,357.5962972640991,1.6666666666666667,0,42
1596164912.3299997,359.39852714538574,1.6666666666666667,0,42
1596164912.3333604,360,1.6666666666666667,1
1596164912.3333604,0,0,0
1596164912.3433604,1.8004274368286133,0,0,42
1596164912.3533604,3.601670265197754,0,0,42
1596164912.3633604,5.402011871337891,0,0,42
