Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 53
Timestamp,Phase,Offset,Ping?
1596164987,53,0,0
1596164987.01,54.7982816696167,0.29444444444444445,0,42
1596164987.02,56.59780788421631,0.29444444444444445,0,42
1596164987.03,58.39703369140625,0.29444444444444445,0,42
1596164987.04,60.19797611236572,0.29444444444444445,0,42
1596164987.05,61.997931480407715,0.29444444444444445,0,42
1596164987.06,63.797457695007324,0.29444444444444445,0,42
1596164987.07,65.59912967681885,0.29444444444444445,0,42
1596164987.08,67.39908504486084,0.29444444444444445,0,42
1596164987.09,69.19891166687012,0.29444444444444445,0,42
1596164987.1,70.99822330474854,0.29444444444444445,0,42
1596164987.11,72.79895114898682,0.29444444444444445,0,42
1596164987.12,74.59706115722656,0.29444444444444445,0,42
1596164987.1299999,76.3974027633667,0.29444444444444445,0,42
1596164987.1399999,78.19924640655518,0.29444444444444445,0,42
1596164987.1499999,79.99967384338379,0.29444444444444445,0,42
1596164987.1599998,81.79782676696777,0.29444444444444445,0,42
1596164987.1699998,83.5992841720581,0.29444444444444445,0,42
1596164987.1799998,85.39799499511719,0.29444444444444445,0,42
1596164987.1899998,87.19743537902832,0.29444444444444445,0,42
1596164987.1999998,88.99812030792236,0.29444444444444445,0,42
1596164987.2099998,90.79957771301271,0.29444444444444445,0,42
1596164987.2199998,92.59798812866212,0.29444444444444445,0,42
1596164987.2299998,94.39772891998292,0.29444444444444445,0,42
1596164987.2399998,96.19716930389406,0.29444444444444445,0,42
1596164987.2499998,97.9978542327881,0.29444444444444445,0,42
1596164987.2599998,99.79986953735353,0.29444444444444445,0,42
1596164987.2699997,101.59806537628175,0.29444444444444445,0,42
1596164987.2799997,103.39737701416017,0.29444444444444445,0,42
1596164987.2899997,105.19964981079103,0.29444444444444445,0,42
1596164987.2999997,106.99926185607912,0.29444444444444445,0,42
1596164987.3099997,108.79934597015382,0.29444444444444445,0,42
1596164987.3199997,110.59998798370363,0.29444444444444445,0,42
1596164987.3299997,112.39693927764894,0.29444444444444445,0,42
1596164987.3399997,114.19822502136232,0.29444444444444445,0,42
1596164987.3499997,115.9983949661255,0.29444444444444445,0,42
1596164987.3599997,117.79727745056154,0.29444444444444445,0,42
1596164987.3699996,119.59942150115968,0.29444444444444445,0,42
1596164987.3799996,121.39894771575929,0.29444444444444445,0,42
1596164987.3899996,123.19864559173585,0.29444444444444445,0,42
1596164987.3999996,124.9991159439087,0.29444444444444445,0,42
1596164987.4099996,126.79726886749269,0.29444444444444445,0,42
1596164987.4199996,128.5976963043213,0.29444444444444445,0,42
1596164987.4299996,130.39760875701904,0.29444444444444445,0,42
1596164987.4399996,132.19760704040527,0.29444444444444445,0,42
1596164987.4499996,133.9972620010376,0.29444444444444445,0,42
1596164987.4599996,135.80009269714355,0.29444444444444445,0,42
1596164987.4699996,137.59923267364502,0.29444444444444445,0,42
1596164987.4799995,139.40004634857178,0.29444444444444445,0,42
1596164987.4899995,141.20000171661377,0.29444444444444445,0,42
1596164987.4999995,142.99746799468994,0.29444444444444445,0,42
1596164987.5099995,144.79798126220703,0.29444444444444445,0,42
1596164987.5199995,146.59961032867432,0.29444444444444445,0,42
