Type = Reachback Firefly,Function = Reachback Firefly (ln/e^),Refract = 0.05,Epsilon = 0.005,Start_phase = 173
Timestamp,Phase,Offset,Ping?
1596171589,173,0,0
1596171589.01,174.79712295532227,0.9611111111111111,0,42
1596171589.02,176.59797954559326,0.9611111111111111,0,42
1596171589.03,178.39772033691406,0.9611111111111111,0,42
1596171589.04,180.19737529754642,0.9611111111111111,0,42
1596171589.05,181.9972019195557,0.9611111111111111,0,42
1596171589.06,183.79702854156497,0.9611111111111111,0,42
1596171589.07,185.5966835021973,0.9611111111111111,0,42
1596171589.08,187.39775466918948,0.9611111111111111,0,42
1596171589.09,189.19749546051028,0.9611111111111111,0,42
1596171589.1,190.99753665924075,0.9611111111111111,0,42
1596171589.11,192.79611873626712,0.9611111111111111,0,42
1596171589.12,194.59512996673587,0.9611111111111111,0,42
1596171589.1271598,195.88379192352298,0.9611111111111111,0
1596171589.1271598,195.88379192352298,0.9611111111111111,0
1596171589.1299999,196.39551448822024,0.9611111111111111,0,42
1596171589.1399999,198.1957702636719,0.9611111111111111,0,42
1596171589.1499999,199.99602603912356,0.9611111111111111,0,42
1596171589.1599998,201.79731178283694,0.9611111111111111,0,42
1596171589.1699998,203.59713840484622,0.9611111111111111,0,42
1596171589.1799998,205.39636421203616,0.9611111111111111,0,42
1596171589.1899998,207.19786453247073,0.9611111111111111,0,42
1596171589.1999998,208.99751949310306,0.9611111111111111,0,42
1596171589.2099998,210.79768943786624,0.9611111111111111,0,42
1596171589.2199998,212.5962715148926,0.9611111111111111,0,42
1596171589.2299998,214.39584064483645,0.9611111111111111,0,42
1596171589.2399998,216.19751262664798,0.9611111111111111,0,42
1596171589.2499998,217.99540805816653,0.9611111111111111,0,42
1596171589.2599998,219.79742336273196,0.9611111111111111,0,42
1596171589.2699997,221.5969924926758,0.9611111111111111,0,42
1596171589.2799997,223.39510250091556,0.9611111111111111,0,42
1596171589.2899997,225.19767570495608,0.9611111111111111,0,42
1596171589.2999997,226.99651527404788,0.9611111111111111,0,42
1596171589.3099997,228.79754352569583,0.9611111111111111,0,42
1596171589.3199997,230.59621143341067,0.9611111111111111,0,42
1596171589.3299997,232.39681053161624,0.9611111111111111,0,42
1596171589.3399997,234.19663715362552,0.9611111111111111,0,42
1596171589.3499997,235.99719333648684,0.9611111111111111,0,42
1596171589.3599997,237.79594707489017,0.9611111111111111,0,42
1596171589.3699996,239.59508705139163,0.9611111111111111,0,42
1596171589.3799996,241.39572906494143,0.9611111111111111,0,42
1596171589.3899996,243.19830226898196,0.9611111111111111,0,42
1596171589.3999996,244.9978713989258,0.9611111111111111,0,42
1596171589.4099996,246.79765510559085,0.9611111111111111,0,42
1596171589.4199996,248.5981254577637,0.9611111111111111,0,42
1596171589.4299996,250.39760875701907,0.9611111111111111,0,42
1596171589.4399996,252.19722080230716,0.9611111111111111,0,42
1596171589.4499996,253.99709033966067,0.9611111111111111,0,42
1596171589.4599996,255.79537200927737,0.9611111111111111,0,42
1596171589.4699996,257.59614276885986,0.9611111111111111,0,42
1596171589.4799995,259.3949394226074,0.9611111111111111,0,42
1596171589.4899995,261.19605350494385,0.9611111111111111,0,42
1596171589.4999995,262.99502182006836,0.9611111111111111,0,42
1596171589.5099995,264.79587841033936,0.9611111111111111,0,42
1596171589.5199995,266.5969924926758,0.9611111111111111,0,42
1596171589.5297592,268.3516721725464,0.9611111111111111,0
1596171589.5297592,268.3516721725464,0.9611111111111111,0
1596171589.5299995,268.39604663848877,0.9611111111111111,0,42
1596171589.5399995,270.1952724456787,0.9611111111111111,0,42
1596171589.5499995,271.99608612060547,0.9611111111111111,0,42
1596171589.5599995,273.79505443573,0.9611111111111111,0,42
1596171589.5699995,275.5958251953125,0.9611111111111111,0,42
1596171589.5799994,277.39831256866455,0.9611111111111111,0,42
1596171589.5899994,279.1968946456909,0.9611111111111111,0,42
1596171589.5999994,280.99702167510986,0.9611111111111111,0,42
1596171589.6099994,282.7968912124634,0.9611111111111111,0,42
1596171589.6199994,284.59560203552246,0.9611111111111111,0,42
1596171589.6299994,286.39766025543213,0.9611111111111111,0,42
1596171589.6399994,288.19551277160645,0.9611111111111111,0,42
1596171589.6499994,289.998085975647,0.9611111111111111,0,42
1596171589.6599994,291.79701137542725,0.9611111111111111,0,42
1596171589.6699994,293.59632301330566,0.9611111111111111,0,42
1596171589.6799994,295.3952913284302,0.9611111111111111,0,42
1596171589.6899993,297.1962766647339,0.9611111111111111,0,42
1596171589.6999993,298.996618270874,0.9611111111111111,0,42
1596171589.7099993,300.79751777648926,0.9611111111111111,0,42
1596171589.7199993,302.59712982177734,0.9611111111111111,0,42
1596171589.7299993,304.39652729034424,0.9611111111111111,0,42
1596171589.7399993,306.1967830657959,0.9611111111111111,0,42
1596171589.7499993,307.9965238571167,0.9611111111111111,0,42
1596171589.7599993,309.7977237701416,0.9611111111111111,0,42
1596171589.7699993,311.5981512069702,0.9611111111111111,0,42
1596171589.7799993,313.39656162261963,0.9611111111111111,0,42
1596171589.7899992,315.1966886520386,0.9611111111111111,0,42
1596171589.7999992,316.995099067688,0.9611111111111111,0,42
1596171589.8099992,318.7969856262207,0.9611111111111111,0,42
1596171589.8199992,320.59758472442627,0.9611111111111111,0,42
1596171589.8299992,322.3973684310913,0.9611111111111111,0,42
1596171589.8399992,324.1966371536255,0.9611111111111111,0,42
1596171589.8499992,325.9977512359619,0.9611111111111111,0,42
1596171589.8599992,327.7965478897095,0.9611111111111111,0,42
1596171589.8699992,329.59491539001465,0.9611111111111111,0,42
1596171589.8799992,331.396201133728,0.9611111111111111,0,42
1596171589.8899992,333.1964998245239,0.9611111111111111,0,42
1596171589.8999991,334.9969701766968,0.9611111111111111,0,42
1596171589.9099991,336.7955093383789,0.9611111111111111,0,42
1596171589.9199991,338.59520721435547,0.9611111111111111,0,42
1596171589.929999,340.3949909210205,0.9611111111111111,0,42
1596171589.939999,342.19567584991455,0.9611111111111111,0,42
1596171589.949999,343.99820613861084,0.9611111111111111,0,42
1596171589.959999,345.79584407806396,0.9611111111111111,0,42
1596171589.969999,347.59803104400635,0.9611111111111111,0,42
1596171589.979999,349.39721393585205,0.9611111111111111,0,42
1596171589.989999,351.1960105895996,0.9611111111111111,0,42
1596171589.999999,352.99600887298584,0.9611111111111111,0,42
1596171590.009999,354.7950630187988,0.9611111111111111,0,42
1596171590.019999,356.59484672546387,0.9611111111111111,0,42
1596171590.029999,358.3967332839966,0.9611111111111111,0,42
1596171590.0389302,360,0.9611111111111111,1
1596171590.0389302,0,0,0
1596171590.0489302,4.127031146185729,0.012927721930307001,0,42
1596171590.0589302,5.927973567145202,0.012927721930307001,0,42
1596171590.0689301,7.728830157416198,0.012927721930307001,0,42
1596171590.0789301,9.528957186835143,0.012927721930307001,0,42
1596171590.0889301,11.328655062811706,0.012927721930307001,0,42
1596171590.0989301,13.129254161017272,0.012927721930307001,0,42
1596171590.10893,14.92955285181317,0.012927721930307001,0,42
