Type = Reachback Firefly,Function = Reachback Firefly (ln/e^),Refract = 0.05,Epsilon = 0.005,Start_phase = 0
Timestamp,Phase,Offset,Ping?
1596171639,0,0,0
1596171639.01,1.797037124633789,0.0,0,42
1596171639.02,3.597121238708496,0.0,0,42
1596171639.03,5.39677619934082,0.0,0,42
1596171639.04,7.196559906005859,0.0,0,42
1596171639.05,8.998274803161621,0.0,0,42
1596171639.06,10.79805850982666,0.0,0,42
1596171639.07,12.598099708557129,0.0,0,42
1596171639.08,14.39706802368164,0.0,0,42
1596171639.09,16.19783878326416,0.0,0,42
1596171639.1,17.996721267700195,0.0,0,42
1596171639.11,19.79809284210205,0.0,0,42
1596171639.12,21.595559120178223,0.0,0,42
1596171639.1299999,23.396973609924316,0.0,0,42
1596171639.1399999,25.197787284851074,0.0,0,42
1596171639.1499999,26.995553970336914,0.0,0,42
1596171639.1599998,28.798813819885254,0.0,0,42
1596171639.1699998,30.596280097961426,0.0,0,42
1596171639.1799998,32.3957633972168,0.0,0,42
1596171639.1899998,34.19872283935547,0.0,0,42
1596171639.1999998,35.9972620010376,0.0,0,42
1596171639.2099998,37.79580116271973,0.0,0,42
1596171639.2141023,38.533902168273926,0.0,0
1596171639.2141023,38.533902168273926,0.0,0
1596171639.2199998,39.59828853607178,0.0,0,42
1596171639.2299998,41.397643089294434,0.0,0,42
1596171639.2399998,43.19746971130371,0.0,0,42
1596171639.2499998,44.998841285705566,0.0,0,42
1596171639.2599998,46.79725170135498,0.0,0,42
1596171639.2699997,48.59652042388916,0.0,0,42
1596171639.2799997,50.39604663848877,0.0,0,42
1596171639.2899997,52.195444107055664,0.0,0,42
1596171639.2999997,53.998703956604004,0.0,0,42
1596171639.3099997,55.7955265045166,0.0,0,42
1596171639.3199997,57.5984001159668,0.0,0,42
1596171639.3299997,59.39711093902588,0.0,0,42
1596171639.3399997,61.196980476379395,0.0,0,42
1596171639.3442106,61.95340633392334,0.0,0
1596171639.3442106,61.95340633392334,0.0,0
1596171639.3499997,62.99826622009277,0.0,0,42
1596171639.3599997,64.7979211807251,0.0,0,42
1596171639.3699996,66.59740447998047,0.0,0,42
1596171639.3799996,68.39881896972656,0.0,0,42
1596171639.3899996,70.19795894622803,0.0,0,42
1596171639.3999996,71.99761390686035,0.0,0,42
1596171639.4099996,73.7977409362793,0.0,0,42
1596171639.4199996,75.59769630432129,0.0,0,42
1596171639.4299996,77.39808082580566,0.0,0,42
1596171639.4399996,79.19795036315918,0.0,0,42
1596171639.4499996,80.99743366241455,0.0,0,42
1596171639.4599996,82.79743194580078,0.0,0,42
1596171639.4699996,84.59734439849854,0.0,0,42
1596171639.4799995,86.39674186706543,0.0,0,42
1596171639.4899995,88.19540977478027,0.0,0,42
1596171639.4999995,89.99733924865723,0.0,0,42
1596171639.5099995,91.79802417755127,0.0,0,42
1596171639.5199995,93.59549045562744,0.0,0,42
1596171639.5299995,95.39613246917725,0.0,0,42
1596171639.5399995,97.19552993774414,0.0,0,42
1596171639.5499995,98.99767398834229,0.0,0,42
1596171639.5599995,100.79715728759766,0.0,0,42
1596171639.5699995,102.59543895721436,0.0,0,42
1596171639.5799994,104.39788341522217,0.0,0,42
1596171639.5899994,106.19625091552734,0.0,0,42
1596171639.5999994,107.99792289733887,0.0,0,42
1596171639.6099994,109.79822158813477,0.0,0,42
1596171639.6199994,111.59697532653809,0.0,0,42
1596171639.6299994,113.3957290649414,0.0,0,42
1596171639.6399994,115.19641399383545,0.0,0,42
1596171639.6499994,116.9954252243042,0.0,0,42
1596171639.6599994,118.79645347595215,0.0,0,42
1596171639.6699994,120.59773921966553,0.0,0,42
1596171639.6799994,122.39683628082275,0.0,0,42
1596171639.6899993,124.19614791870117,0.0,0,42
1596171639.6999993,125.99721908569336,0.0,0,42
1596171639.7099993,127.79726028442383,0.0,0,42
1596171639.7199993,129.59609985351562,0.0,0,42
1596171639.7299993,131.3961410522461,0.0,0,42
1596171639.7399993,133.19549560546875,0.0,0,42
