Type = Reachback Firefly,Function = Reachback Firefly (ln/e^),Refract = 0.05,Epsilon = 0.005,Start_phase = 214
Timestamp,Phase,Offset,Ping?
1596171464,214,0,0
1596171464.01,215.79699420928955,1.1888888888888889,0,42
1596171464.02,217.59673500061035,1.1888888888888889,0,42
1596171464.03,219.39827823638916,1.1888888888888889,0,42
1596171464.04,221.19763278961182,1.1888888888888889,0,42
1596171464.05,222.9954423904419,1.1888888888888889,0,42
1596171464.06,224.79582691192627,1.1888888888888889,0,42
1596171464.07,226.5958251953125,1.1888888888888889,0,42
1596171464.08,228.39719676971436,1.1888888888888889,0,42
1596171464.09,230.19590759277344,1.1888888888888889,0,42
1596171464.1,231.99547672271729,1.1888888888888889,0,42
1596171464.11,233.79740619659424,1.1888888888888889,0,42
1596171464.12,235.59701824188232,1.1888888888888889,0,42
1596171464.1299999,237.3956003189087,1.1888888888888889,0,42
1596171464.1399999,239.19774436950684,1.1888888888888889,0,42
1596171464.1499999,240.99516773223877,1.1888888888888889,0,42
1596171464.1599998,242.79791259765625,1.1888888888888889,0,42
1596171464.1699998,244.59533596038818,1.1888888888888889,0,42
1596171464.1799998,246.39550590515137,1.1888888888888889,0,42
1596171464.1899998,248.19704914093018,1.1888888888888889,0,42
1596171464.1999998,249.99751949310303,1.1888888888888889,0,42
1596171464.2099998,251.79841899871826,1.1888888888888889,0,42
1596171464.2199998,253.59734439849854,1.1888888888888889,0,42
1596171464.2299998,255.3978147506714,1.1888888888888889,0,42
1596171464.2399998,257.1981134414673,1.1888888888888889,0,42
1596171464.2499998,258.9951934814453,1.1888888888888889,0,42
1596171464.2599998,260.7977237701416,1.1888888888888889,0,42
1596171464.2699997,262.596134185791,1.1888888888888889,0,42
1596171464.2799997,264.396990776062,1.1888888888888889,0,42
1596171464.2899997,266.19711780548096,1.1888888888888889,0,42
1596171464.2999997,267.99552822113037,1.1888888888888889,0,42
1596171464.3099997,269.79784393310547,1.1888888888888889,0,42
1596171464.3199997,271.5974988937378,1.1888888888888889,0,42
1596171464.3299997,273.39831256866455,1.1888888888888889,0,42
1596171464.3399997,275.19839668273926,1.1888888888888889,0,42
1596171464.3499997,276.9974937438965,1.1888888888888889,0,42
1596171464.3599997,278.79573249816895,1.1888888888888889,0,42
1596171464.3699996,280.5978765487671,1.1888888888888889,0,42
1596171464.3799996,282.39521408081055,1.1888888888888889,0,42
1596171464.3899996,284.1975727081299,1.1888888888888889,0,42
1596171464.3999996,285.9958972930908,1.1888888888888889,0,42
1596171464.4099996,287.79692554473877,1.1888888888888889,0,42
1596171464.4199996,289.5977392196655,1.1888888888888889,0,42
1596171464.4299996,291.3980379104614,1.1888888888888889,0,42
1596171464.4399996,293.19692039489746,1.1888888888888889,0,42
1596171464.4499996,294.99575996398926,1.1888888888888889,0,42
1596171464.4599996,296.7968740463257,1.1888888888888889,0,42
1596171464.4699996,298.5961856842041,1.1888888888888889,0,42
1596171464.4799995,300.3956689834595,1.1888888888888889,0,42
1596171464.4899995,302.19626808166504,1.1888888888888889,0,42
1596171464.4999995,303.99545097351074,1.1888888888888889,0,42
1596171464.5099995,305.7983675003052,1.1888888888888889,0,42
1596171464.5199995,307.5963487625122,1.1888888888888889,0,42
1596171464.5299995,309.3954887390137,1.1888888888888889,0,42
1596171464.5399995,311.1977186203003,1.1888888888888889,0,42
1596171464.5499995,312.9958715438843,1.1888888888888889,0,42
1596171464.5599995,314.79625606536865,1.1888888888888889,0,42
1596171464.5699995,316.59543895721436,1.1888888888888889,0,42
1596171464.5799994,318.39732551574707,1.1888888888888889,0,42
1596171464.5899994,320.19526386260986,1.1888888888888889,0,42
1596171464.5999994,321.99560546875,1.1888888888888889,0,42
1596171464.6099994,323.7956895828247,1.1888888888888889,0,42
1596171464.6199994,325.5962886810303,1.1888888888888889,0,42
1596171464.6299994,327.39632987976074,1.1888888888888889,0,42
1596171464.6399994,329.1959419250488,1.1888888888888889,0,42
1596171464.6499994,330.99774265289307,1.1888888888888889,0,42
1596171464.6599994,332.7972688674927,1.1888888888888889,0,42
1596171464.6699994,334.59765338897705,1.1888888888888889,0,42
1596171464.6799994,336.3970079421997,1.1888888888888889,0,42
1596171464.6899993,338.1955900192261,1.1888888888888889,0,42
1596171464.6999993,339.99507331848145,1.1888888888888889,0,42
1596171464.7099993,341.79571533203125,1.1888888888888889,0,42
1596171464.7199993,343.596529006958,1.1888888888888889,0,42
1596171464.7299993,345.3975143432617,1.1888888888888889,0,42
1596171464.7399993,347.1969118118286,1.1888888888888889,0,42
1596171464.7499993,348.9960517883301,1.1888888888888889,0,42
1596171464.7599993,350.79742336273193,1.1888888888888889,0,42
1596171464.7666502,351.99214363098145,1.1888888888888889,0
1596171464.7666502,351.99214363098145,1.1888888888888889,0
1596171464.7699993,352.5953617095947,1.1888888888888889,0,42
1596171464.7799993,354.39634704589844,1.1888888888888889,0,42
1596171464.7899992,356.19565868377686,1.1888888888888889,0,42
1596171464.7999992,357.9956569671631,1.1888888888888889,0,42
1596171464.8099992,359.7964277267456,1.1888888888888889,0,42
1596171464.8111486,360,1.1888888888888889,1
1596171464.8111486,0,0,0
1596171464.8211486,3.5666836742706964,0.009802044234975549,0,42
1596171464.8311486,5.367497349197454,0.009802044234975549,0,42
1596171464.8411486,7.165693188125677,0.009802044234975549,0,42
1596171464.8511486,8.967708492691106,0.009802044234975549,0,42
1596171464.8611486,10.76736345332343,0.009802044234975549,0,42
1596171464.8711486,12.565773868972844,0.009802044234975549,0,42
1596171464.8811486,14.36439886134345,0.009802044234975549,0,42
1596171464.8911486,16.167057896072453,0.009802044234975549,0,42
