Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 192
Timestamp,Phase,Offset,Ping?
1596177589,192,0,0
1596177589.01,193.79729461669922,1.0666666666666667,0,42
1596177589.02,195.5966920852661,1.0666666666666667,0,42
1596177589.03,197.3975486755371,1.0666666666666667,0,42
1596177589.04,199.19587326049805,1.0666666666666667,0,42
1596177589.05,200.99535655975342,1.0666666666666667,0,42
1596177589.06,202.79617023468018,1.0666666666666667,0,42
1596177589.07,204.59595394134521,1.0666666666666667,0,42
1596177589.08,206.39676761627197,1.0666666666666667,0,42
1596177589.09,208.19612216949463,1.0666666666666667,0,42
1596177589.1,209.9977512359619,1.0666666666666667,0,42
1596177589.11,211.79564666748047,1.0666666666666667,0,42
1596177589.12,213.59611701965332,1.0666666666666667,0,42
1596177589.1299999,215.39658737182617,1.0666666666666667,0,42
1596177589.1399999,217.19615650177002,1.0666666666666667,0,42
1596177589.1499999,218.9956398010254,1.0666666666666667,0,42
1596177589.1599998,220.79465103149414,1.0666666666666667,0,42
1596177589.1699998,222.59555053710938,1.0666666666666667,0,42
1596177589.1799998,224.39670753479004,1.0666666666666667,0,42
1596177589.1899998,226.19464588165283,1.0666666666666667,0,42
1596177589.1999998,227.9961462020874,1.0666666666666667,0,42
1596177589.2099998,229.79683113098145,1.0666666666666667,0,42
1596177589.2199998,231.59455490112305,1.0666666666666667,0,42
1596177589.2299998,233.39498233795166,1.0666666666666667,0,42
1596177589.2399998,235.1958818435669,1.0666666666666667,0,42
1596177589.2499998,236.9966526031494,1.0666666666666667,0,42
1596177589.2599998,238.79553508758545,1.0666666666666667,0,42
1596177589.2699997,240.59471797943115,1.0666666666666667,0,42
1596177589.2799997,242.3975486755371,1.0666666666666667,0,42
1596177589.2899997,244.1945858001709,1.0666666666666667,0,42
1596177589.2999997,245.99737358093262,1.0666666666666667,0,42
1596177589.3099997,247.7951831817627,1.0666666666666667,0,42
1596177589.3199997,249.59453773498535,1.0666666666666667,0,42
1596177589.3299997,251.3964672088623,1.0666666666666667,0,42
1596177589.3399997,253.19539260864258,1.0666666666666667,0,42
1596177589.3499997,254.99624919891357,1.0666666666666667,0,42
1596177589.3599997,256.79641914367676,1.0666666666666667,0,42
1596177589.3699996,258.5976619720459,1.0666666666666667,0,42
1596177589.3799996,260.39688777923584,1.0666666666666667,0,42
1596177589.3899996,262.19744396209717,1.0666666666666667,0,42
1596177589.3999996,263.9945240020752,1.0666666666666667,0,42
1596177589.4099996,265.7972688674927,1.0666666666666667,0,42
1596177589.4199996,267.5944776535034,1.0666666666666667,0,42
1596177589.4299996,269.3973083496094,1.0666666666666667,0,42
1596177589.4399996,271.1973066329956,1.0666666666666667,0,42
1596177589.4499996,272.9953737258911,1.0666666666666667,0,42
1596177589.4599996,274.7970027923584,1.0666666666666667,0,42
1596177589.4699996,276.59524154663086,1.0666666666666667,0,42
1596177589.4799995,278.39734268188477,1.0666666666666667,0,42
1596177589.4899995,280.1966543197632,1.0666666666666667,0,42
1596177589.4999995,281.99725341796875,1.0666666666666667,0,42
1596177589.5099995,283.7975950241089,1.0666666666666667,0,42
1596177589.5199995,285.5959196090698,1.0666666666666667,0,42
1596177589.5299995,287.39759159088135,1.0666666666666667,0,42
1596177589.5399995,289.19600200653076,1.0666666666666667,0,42
1596177589.5499995,290.995099067688,1.0666666666666667,0,42
1596177589.5599995,292.79535484313965,1.0666666666666667,0,42
1596177589.5699995,294.5970697402954,1.0666666666666667,0,42
1596177589.5799994,296.3950080871582,1.0666666666666667,0,42
1596177589.5899994,298.19702339172363,1.0666666666666667,0,42
1596177589.5999994,299.9960775375366,1.0666666666666667,0,42
1596177589.6099994,301.796462059021,1.0666666666666667,0,42
1596177589.6199994,303.59435749053955,1.0666666666666667,0,42
1596177589.6299994,305.3958148956299,1.0666666666666667,0,42
1596177589.6399994,307.19697189331055,1.0666666666666667,0,42
