Timestamp,Phase,Angle,Ping?
1595530008.0000942,109.76550906185238,0,0
1595530008.010108,111.56563609127133,0,0
1595530008.0201242,113.36855261806576,0,0
1595530008.0301206,115.16790717128842,0,0
1595530008.0401247,116.9686350155267,0,0
1595530008.0501204,118.76786082271664,0,0
1595530008.0601249,120.5686744976434,0,0
1595530008.0701215,122.3680719662103,0,0
1595530008.0801148,124.16686861995785,0,0
1595530008.0901206,125.9678968716058,0,0
1595530008.1001236,127.76845305446713,0,0
1595530008.110123,129.56832259182065,0,0
1595530008.120117,131.36724799160092,0,0
1595530008.1301076,133.16557257656186,0,0
1595530008.1401124,134.96642916683285,0,0
1595530008.1501074,136.76552622799008,0,0
1595530008.16011,138.56599658016293,0,0
1595530008.170111,140.36616652492611,0,0
1595530008.1801255,142.16878264431088,0,0
1595530008.190119,143.96762221340268,0,0
1595530008.200121,145.7679638195428,0,0
1595530008.210111,147.56615965847104,0,0
1595530008.2201219,149.36813204769223,0,0
1595530008.2301197,151.1677440929803,0,0
1595530008.2401123,152.96641200069516,0,0
1595530008.2501175,154.76735442165463,0,0
1595530008.2601216,156.5680822658929,0,0
1595530008.2701173,158.36730807308285,0,0
1595530008.2801116,160.16627638820736,0,0
1595530008.2901223,161.96820586208432,0,0
1595530008.300116,163.76708834652035,0,0
1595530008.3101249,165.5686744976434,0,0
1595530008.3201082,167.36566870693295,0,0
1595530008.3301148,169.16686861995785,0,0
1595530008.3401206,170.9678968716058,0,0
1595530008.350111,172.7661785412225,0,0
1595530008.3601246,174.5686229992303,0,0
1595530008.3701231,176.36836379055111,0,0
1595530008.3801148,178.166860036889,0,0
1595530008.3901098,179.96595709804623,0,0
1595530008.4001253,181.76874487880795,0,0
1595530008.4101086,183.5657390880975,0,0
1595530008.4201083,185.3656944561395,0,0
1595530008.4301083,187.16569273952572,0,0
1595530008.4401157,188.96702139858334,0,0
1595530008.4501212,190.76800673488705,0,0
1595530008.4601233,192.56839125637143,0,0
1595530008.4701202,194.36783164028256,0,0
1595530008.4801137,196.16667120937436,0,0
1595530008.4901218,197.9681286144647,0,0
1595530008.5001142,199.7667536068353,0,0
1595530008.5101135,201.5666231441888,0,0
1595530008.520118,203.36743681911557,0,0
1595530008.5301123,205.16640513424008,0,0
1595530008.540111,206.96618884090512,0,0
1595530008.550125,208.76867621425717,0,0
1595530008.5601091,210.56584208492367,0,0
1595530008.5701244,212.36858695034115,0,0
1595530008.5801094,214.16588156704037,0,0
1595530008.5901227,215.96828310970395,0,0
1595530008.6001105,217.76609271053402,0,0
1595530008.6101105,219.56609099392026,0,0
1595530008.6201212,221.3680204677972,0,0
1595530008.6301186,223.16754668239682,0,0
1595530008.6401124,224.96642916683285,0,0
1595530008.650114,226.76672785762875,0,0
1595530008.6601226,228.56827109340756,0,0
1595530008.6701162,230.36711066249936,0,0
1595530008.6801097,232.16595023159115,0,0
1595530008.6901166,233.9671930599603,0,0
1595530008.7001212,235.76800673488705,0,0
1595530008.7101192,237.56766169551938,0,0
1595530008.7201192,239.3676599789056,0,0
1595530008.7301204,241.16787283901303,0,0
1595530008.7401202,242.96782820705502,0,0
1595530008.750108,244.7656378078851,0,0
1595530008.760121,246.56799643520444,0,0
1595530008.7701101,248.3660206127557,0,0
1595530008.7801163,250.16713469509213,0,0
1595530008.7901225,251.96824877742856,0,0
1595530008.8001106,253.76610129360287,0,0
1595530008.8101218,255.5681165981683,0,0
1595530008.8201203,257.3678573894891,0,0
1595530008.8301096,259.1659244823846,0,0
1595530008.8401086,260.96575110439386,0,0
1595530008.8501096,262.76592104915704,0,0
1595530008.8601103,264.566048078576,0,0
1595530008.8701112,266.3662180233392,0,0
1595530008.880121,268.1679758358392,0,0
1595530008.8901067,269.9653991985711,0,0
1595530008.900119,271.7676290798577,0,0
1595530008.91011,273.5659965801629,0,0
1595530008.9201233,275.3683981228265,0,0
1595530008.9301076,277.165563993493,0,0
