Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0,Coupling Strength = 0.7,Start_phase = 214
Timestamp,Phase,Offset,Ping?
1596154952,214,0,0
1596154952.01,215.79763793945312,1.1888888888888889,0,42
1596154952.02,217.5989236831665,1.1888888888888889,0,42
1596154952.03,219.396990776062,1.1888888888888889,0,42
1596154952.04,221.19857692718506,1.1888888888888889,0,42
1596154952.05,222.9989185333252,1.1888888888888889,0,42
1596154952.06,224.79938888549805,1.1888888888888889,0,42
1596154952.07,226.59904384613037,1.1888888888888889,0,42
1596154952.08,228.39857006072998,1.1888888888888889,0,42
1596154952.09,230.1971092224121,1.1888888888888889,0,42
1596154952.1,231.99770832061768,1.1888888888888889,0,42
1596154952.11,233.7979211807251,1.1888888888888889,0,42
1596154952.12,235.59693241119385,1.1888888888888889,0,42
1596154952.1299999,237.40040683746338,1.1888888888888889,0,42
1596154952.1399999,239.1979160308838,1.1888888888888889,0,42
1596154952.1499999,240.9992446899414,1.1888888888888889,0,42
1596154952.1599998,242.79937171936035,1.1888888888888889,0,42
1596154952.1699998,244.5976963043213,1.1888888888888889,0,42
1596154952.1799998,246.40022659301758,1.1888888888888889,0,42
1596154952.1899998,248.19782161712646,1.1888888888888889,0,42
1596154952.1999998,249.99751949310303,1.1888888888888889,0,42
1596154952.2099998,251.79708862304688,1.1888888888888889,0,42
1596154952.2199998,253.5968723297119,1.1888888888888889,0,42
1596154952.2299998,255.3977289199829,1.1888888888888889,0,42
1596154952.2399998,257.20021629333496,1.1888888888888889,0,42
1596154952.2499998,258.99849796295166,1.1888888888888889,0,42
1596154952.2599998,260.79768085479736,1.1888888888888889,0,42
1596154952.2699997,262.59875202178955,1.1888888888888889,0,42
1596154952.2799997,264.3993082046509,1.1888888888888889,0,42
1596154952.2899997,266.1975040435791,1.1888888888888889,0,42
1596154952.2999997,267.9981460571289,1.1888888888888889,0,42
1596154952.3099997,269.7982301712036,1.1888888888888889,0,42
1596154952.3199997,271.59878635406494,1.1888888888888889,0,42
1596154952.3299997,273.397668838501,1.1888888888888889,0,42
1596154952.3399997,275.19771003723145,1.1888888888888889,0,42
1596154952.3499997,276.999210357666,1.1888888888888889,0,42
1596154952.3599997,278.7998094558716,1.1888888888888889,0,42
1596154952.3699996,280.5975761413574,1.1888888888888889,0,42
1596154952.3799996,282.3984327316284,1.1888888888888889,0,42
1596154952.3899996,284.19808769226074,1.1888888888888889,0,42
1596154952.3999996,285.9995880126953,1.1888888888888889,0,42
1596154952.4099996,287.7979984283447,1.1888888888888889,0,42
1596154952.4199996,289.59834003448486,1.1888888888888889,0,42
1596154952.4299996,291.3974370956421,1.1888888888888889,0,42
1596154952.4399996,293.1973924636841,1.1888888888888889,0,42
1596154952.4499996,294.9988498687744,1.1888888888888889,0,42
1596154952.4599996,296.79730319976807,1.1888888888888889,0,42
1596154952.4699996,298.59871768951416,1.1888888888888889,0,42
1596154952.4799995,300.4001750946045,1.1888888888888889,0,42
1596154952.4899995,302.19807052612305,1.1888888888888889,0,42
1596154952.4999995,304.0,1.1888888888888889,0,42
1596154952.5099995,305.7968225479126,1.1888888888888889,0,42
1596154952.5199995,307.5981512069702,1.1888888888888889,0,42
1596154952.5299995,309.3985357284546,1.1888888888888889,0,42
1596154952.5399995,311.19780445098877,1.1888888888888889,0,42
1596154952.5499995,312.99806022644043,1.1888888888888889,0,42
1596154952.5599995,314.7976722717285,1.1888888888888889,0,42
1596154952.5699995,316.5991725921631,1.1888888888888889,0,42
1596154952.5799994,318.39934253692627,1.1888888888888889,0,42
1596154952.5899994,320.199426651001,1.1888888888888889,0,42
1596154952.5999994,321.9999828338623,1.1888888888888889,0,42
1596154952.6099994,323.7974920272827,1.1888888888888889,0,42
1596154952.6199994,325.59770488739014,1.1888888888888889,0,42
1596154952.6299994,327.3982181549072,1.1888888888888889,0,42
1596154952.6399994,329.19933223724365,1.1888888888888889,0,42
1596154952.6499994,330.99795722961426,1.1888888888888889,0,42
