Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0,Coupling Strength = 0.7,Start_phase = 31
Timestamp,Phase,Offset,Ping?
1596155052,31,0,0
1596155052.01,32.799354553222656,0.17222222222222222,0,42
1596155052.02,34.59780788421631,0.17222222222222222,0,42
1596155052.03,36.39660453796387,0.17222222222222222,0,42
1596155052.04,38.19651699066162,0.17222222222222222,0,42
1596155052.05,39.99909019470215,0.17222222222222222,0,42
1596155052.06,41.79780101776123,0.17222222222222222,0,42
1596155052.07,43.597970962524414,0.17222222222222222,0,42
1596155052.08,45.39685344696045,0.17222222222222222,0,42
1596155052.09,47.19929790496826,0.17222222222222222,0,42
1596155052.1,48.99689292907715,0.17222222222222222,0,42
1596155052.11,50.79813575744629,0.17222222222222222,0,42
1596155052.12,52.597962379455566,0.17222222222222222,0,42
1596155052.1299999,54.39783191680908,0.17222222222222222,0,42
1596155052.1399999,56.19731521606445,0.17222222222222222,0,42
1596155052.1499999,57.997056007385254,0.17222222222222222,0,42
1596155052.1599998,59.79645347595215,0.17222222222222222,0,42
1596155052.1699998,61.59924125671387,0.17222222222222222,0,42
1596155052.1799998,63.396836280822754,0.17222222222222222,0,42
1596155052.1899998,65.1969633102417,0.17222222222222222,0,42
1596155052.1999998,66.99743366241455,0.17222222222222222,0,42
1596155052.2099998,68.7984619140625,0.17222222222222222,0,42
1596155052.2199998,70.59597110748291,0.17222222222222222,0,42
1596155052.2299998,72.39828681945801,0.17222222222222222,0,42
1596155052.2399998,74.19815635681152,0.17222222222222222,0,42
1596155052.2499998,75.99721050262451,0.17222222222222222,0,42
1596155052.2599998,77.79858207702637,0.17222222222222222,0,42
1596155052.2699997,79.59823703765869,0.17222222222222222,0,42
1596155052.2799997,81.3986644744873,0.17222222222222222,0,42
1596155052.2899997,83.19814777374268,0.17222222222222222,0,42
1596155052.2999997,84.99741649627686,0.17222222222222222,0,42
1596155052.3099997,86.79745769500732,0.17222222222222222,0,42
1596155052.3199997,88.59711265563965,0.17222222222222222,0,42
1596155052.3299997,90.39822673797609,0.17222222222222222,0,42
1596155052.3399997,92.19856834411623,0.17222222222222222,0,42
1596155052.3499997,93.99852371215822,0.17222222222222222,0,42
1596155052.3599997,95.79860782623292,0.17222222222222222,0,42
1596155052.3699996,97.59650325775148,0.17222222222222222,0,42
1596155052.3799996,99.39899063110353,0.17222222222222222,0,42
1596155052.3899996,101.19911766052248,0.17222222222222222,0,42
1596155052.3999996,102.99868679046632,0.17222222222222222,0,42
1596155052.4099996,104.79877090454103,0.17222222222222222,0,42
1596155052.4199996,106.59649467468263,0.17222222222222222,0,42
1596155052.4299996,108.39842414855958,0.17222222222222222,0,42
1596155052.4399996,110.19640541076662,0.17222222222222222,0,42
1596155052.4499996,111.99816322326662,0.17222222222222222,0,42
1596155052.4599996,113.79635906219484,0.17222222222222222,0,42
1596155052.4699996,115.5984172821045,0.17222222222222222,0,42
1596155052.4799995,117.39790058135988,0.17222222222222222,0,42
1596155052.4899995,119.19832801818849,0.17222222222222222,0,42
1596155052.4999995,120.99892711639406,0.17222222222222222,0,42
1596155052.5099995,122.79896831512453,0.17222222222222222,0,42
1596155052.5199995,124.59759330749513,0.17222222222222222,0,42
1596155052.5299995,126.39913654327394,0.17222222222222222,0,42
1596155052.5399995,128.19668865203857,0.17222222222222222,0,42
1596155052.5499995,129.99788856506348,0.17222222222222222,0,42
1596155052.5599995,131.7967710494995,0.17222222222222222,0,42
1596155052.5699995,133.5978422164917,0.17222222222222222,0,42
1596155052.5799994,135.39878463745117,0.17222222222222222,0,42
1596155052.5899994,137.19685173034668,0.17222222222222222,0,42
1596155052.5999994,138.99800872802734,0.17222222222222222,0,42
1596155052.6099994,140.79753494262695,0.17222222222222222,0,42
1596155052.6199994,142.59770488739014,0.17222222222222222,0,42
1596155052.6299994,144.39598655700684,0.17222222222222222,0,42
1596155052.6399994,146.1964569091797,0.17222222222222222,0,42
1596155052.6499994,147.99903011322021,0.17222222222222222,0,42
1596155052.6599994,149.79761219024658,0.17222222222222222,0,42
1596155052.6699994,151.5991554260254,0.17222222222222222,0,42
1596155052.6799994,153.39808082580566,0.17222222222222222,0,42
1596155052.6899993,155.1982078552246,0.17222222222222222,0,42
1596155052.6999993,156.99700450897217,0.17222222222222222,0,42
1596155052.7099993,158.79760360717773,0.17222222222222222,0,42
1596155052.7199993,160.59790229797363,0.17222222222222222,0,42
1596155052.7299993,162.39657020568848,0.17222222222222222,0,42
1596155052.7399993,164.19905757904053,0.17222222222222222,0,42
1596155052.7499993,165.99695301055908,0.17222222222222222,0,42
1596155052.7599993,167.79665088653564,0.17222222222222222,0,42
1596155052.7699993,169.5982370376587,0.17222222222222222,0,42
1596155052.7799993,171.39634704589844,0.17222222222222222,0,42
1596155052.7899992,173.19754695892334,0.17222222222222222,0,42
1596155052.7999992,174.99810314178467,0.17222222222222222,0,42
1596155052.8099992,176.79908847808838,0.17222222222222222,0,42
1596155052.8199992,178.5976276397705,0.17222222222222222,0,42
1596155052.8299992,180.39663887023926,0.17222222222222222,0,42
1596155052.8399992,182.1973237991333,0.17222222222222222,0,42
1596155052.8499992,183.99912452697754,0.17222222222222222,0,42
