Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0,Coupling Strength = 0.9,Start_phase = 53
Timestamp,Phase,Offset,Ping?
1596153558,53,0,0
1596153558.01,54.796393394470215,0.29444444444444445,0,42
1596153558.02,56.59557628631592,0.29444444444444445,0,42
1596153558.03,58.39651870727539,0.29444444444444445,0,42
1596153558.04,60.19711780548096,0.29444444444444445,0,42
1596153558.05,61.998661041259766,0.29444444444444445,0,42
1596153558.06,63.79672813415527,0.29444444444444445,0,42
1596153558.07,65.59801387786865,0.29444444444444445,0,42
1596153558.08,67.39766883850098,0.29444444444444445,0,42
1596153558.09,69.19702339172363,0.29444444444444445,0,42
1596153558.1,70.99680709838867,0.29444444444444445,0,42
1596153558.11,72.79830741882324,0.29444444444444445,0,42
1596153558.12,74.59753322601318,0.29444444444444445,0,42
1596153558.1299999,76.39877605438232,0.29444444444444445,0,42
1596153558.1399999,78.19594192504883,0.29444444444444445,0,42
1596153558.1499999,79.99761390686035,0.29444444444444445,0,42
1596153558.1599998,81.79576683044434,0.29444444444444445,0,42
1596153558.1699998,83.59572219848633,0.29444444444444445,0,42
1596153558.1799998,85.39675045013428,0.29444444444444445,0,42
1596153558.1899998,87.1978645324707,0.29444444444444445,0,42
1596153558.1999998,88.99876403808594,0.29444444444444445,0,42
1596153558.2099998,90.79884815216066,0.29444444444444445,0,42
1596153558.2199998,92.59588527679445,0.29444444444444445,0,42
1596153558.2299998,94.39807224273683,0.29444444444444445,0,42
1596153558.2399998,96.19682598114015,0.29444444444444445,0,42
1596153558.2499998,97.99802589416505,0.29444444444444445,0,42
1596153558.2599998,99.79699420928956,0.29444444444444445,0,42
1596153558.2699997,101.59630584716798,0.29444444444444445,0,42
1596153558.2799997,103.39694786071779,0.29444444444444445,0,42
1596153558.2899997,105.19758987426759,0.29444444444444445,0,42
1596153558.2999997,106.99741649627687,0.29444444444444445,0,42
1596153558.3099997,108.79694271087648,0.29444444444444445,0,42
1596153558.3180223,110.23958492279054,0.29444444444444445,0
1596153558.3180223,11.023958492279057,-0.2567534801695082,0
1596153558.3199997,11.380155849456782,-0.2567534801695082,0,42
1596153558.329396,13.071234989166255,-0.2567534801695082,0
1596153558.329396,1.307123498916625,-0.3221096551153395,0
1596153558.3299997,1.4178021717071498,-0.3221096551153395,0,42
1596153558.3399997,3.2161267566680873,-0.3221096551153395,0,42
1596153558.3499997,5.019172029495236,-0.3221096551153395,0,42
1596153558.3599997,6.818097429275509,-0.3221096551153395,0,42
1596153558.3699996,8.617065744400021,-0.3221096551153395,0,42
1596153558.3799996,10.417021112442013,-0.3221096551153395,0,42
1596153558.3899996,12.215817766189572,-0.3221096551153395,0,42
1596153558.3999996,14.015944795608517,-0.3221096551153395,0,42
1596153558.4099996,15.81761677742004,-0.3221096551153395,0,42
1596153558.4199996,17.61817296028137,-0.3221096551153395,0,42
1596153558.4299996,19.4187291431427,-0.3221096551153395,0,42
1596153558.4399996,21.21748288154602,-0.3221096551153395,0,42
1596153558.4499996,23.01645119667053,-0.3221096551153395,0,42
1596153558.4599996,24.816149072647093,-0.3221096551153395,0,42
1596153558.4699996,26.618336038589476,-0.3221096551153395,0,42
1596153558.4799995,28.419106798171995,-0.3221096551153395,0,42
1596153558.4899995,30.215929346084593,-0.3221096551153395,0,42
1596153558.4999995,32.01751549720764,-0.3221096551153395,0,42
1596153558.5099995,33.81661255836487,-0.3221096551153395,0,42
1596153558.5199995,35.619142847061156,-0.3221096551153395,0,42
1596153558.5299995,37.41755326271057,-0.3221096551153395,0,42
1596153558.5399995,39.21836693763733,-0.3221096551153395,0,42
1596153558.5499995,41.01750691413879,-0.3221096551153395,0,42
1596153558.5599995,42.81634648323059,-0.3221096551153395,0,42
1596153558.5699995,44.6158726978302,-0.3221096551153395,0,42
1596153558.5799994,46.41728718757629,-0.3221096551153395,0,42
1596153558.5899994,48.216985063552855,-0.3221096551153395,0,42
1596153558.5999994,50.01702626228332,-0.3221096551153395,0,42
1596153558.6099994,51.81809742927551,-0.3221096551153395,0,42
1596153558.6199994,53.61693699836731,-0.3221096551153395,0,42
1596153558.6299994,55.416034059524534,-0.3221096551153395,0,42
1596153558.6399994,57.2171910572052,-0.3221096551153395,0,42
1596153558.6499994,59.01573021888733,-0.3221096551153395,0,42
1596153558.6599994,60.81697304725647,-0.3221096551153395,0,42
1596153558.6699994,62.6184304523468,-0.3221096551153395,0,42
