Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0,Coupling Strength = 0.7,Start_phase = 116
Timestamp,Phase,Offset,Ping?
1596155102,116,0,0
1596155102.01,117.79656505584718,0.6444444444444445,0,42
1596155102.02,119.59467506408693,0.6444444444444445,0,42
1596155102.03,121.39480209350587,0.6444444444444445,0,42
1596155102.04,123.19673156738283,0.6444444444444445,0,42
1596155102.05,124.99698734283449,0.6444444444444445,0,42
1596155102.06,126.79711437225343,0.6444444444444445,0,42
1596155102.07,128.5944948196411,0.6444444444444445,0,42
1596155102.08,130.39728260040283,0.6444444444444445,0,42
1596155102.09,132.19590759277344,0.6444444444444445,0,42
1596155102.1,133.9948329925537,0.6444444444444445,0,42
1596155102.11,135.79461669921875,0.6444444444444445,0,42
1596155102.12,137.59512996673584,0.6444444444444445,0,42
1596155102.1299999,139.39512825012207,0.6444444444444445,0,42
1596155102.1399999,141.19701480865479,0.6444444444444445,0,42
1596155102.1499999,142.99671268463135,0.6444444444444445,0,42
1596155102.1599998,144.79430770874023,0.6444444444444445,0,42
1596155102.1699998,146.5946922302246,0.6444444444444445,0,42
1596155102.1799998,148.39657878875732,0.6444444444444445,0,42
1596155102.1899998,150.1971778869629,0.6444444444444445,0,42
1596155102.1999998,151.99683284759521,0.6444444444444445,0,42
1596155102.2099998,153.794771194458,0.6444444444444445,0,42
1596155102.2199998,155.59700107574463,0.6444444444444445,0,42
1596155102.2299998,157.39618396759033,0.6444444444444445,0,42
1596155102.2399998,159.19459438323975,0.6444444444444445,0,42
1596155102.2499998,160.99669551849365,0.6444444444444445,0,42
1596155102.2599998,162.79617881774902,0.6444444444444445,0,42
1596155102.2699997,164.59755039215088,0.6444444444444445,0,42
1596155102.2799997,166.3957462310791,0.6444444444444445,0,42
1596155102.2899997,168.19445705413818,0.6444444444444445,0,42
1596155102.2999997,169.9965581893921,0.6444444444444445,0,42
1596155102.3099997,171.7975435256958,0.6444444444444445,0,42
1596155102.3199997,173.59711265563965,0.6444444444444445,0,42
1596155102.3299997,175.39453601837158,0.6444444444444445,0,42
1596155102.3399997,177.1950922012329,0.6444444444444445,0,42
1596155102.3499997,178.99461841583252,0.6444444444444445,0,42
1596155102.3599997,180.79637622833252,0.6444444444444445,0,42
1596155102.3699996,182.59491539001465,0.6444444444444445,0,42
1596155102.3799996,184.3965015411377,0.6444444444444445,0,42
1596155102.3899996,186.19701480865479,0.6444444444444445,0,42
1596155102.3999996,187.9947385787964,0.6444444444444445,0,42
1596155102.4099996,189.79430770874023,0.6444444444444445,0,42
