Timestamp,Phase,Heading,HeadPing?,Timer,TimerPing?
1596051211.7062275,100.0,100.0,0,0,0
1596051211.7162795,101.80772304534912,100.0,0,1.807723045349121,0
1596051211.7262607,103.60433101654053,100.0,0,3.6043310165405273,0
1596051211.736243,105.40115356445312,100.0,0,5.401153564453125,0
1596051211.7462456,107.20162391662598,100.0,0,7.201623916625977,0
1596051211.756261,109.0044116973877,100.0,0,9.004411697387695,0
1596051211.7662518,110.80273628234863,100.0,0,10.802736282348633,0
1596051211.776265,112.60509490966797,100.0,0,12.605094909667969,0
1596051211.78627,114.4059944152832,100.0,0,14.405994415283203,0
1596051211.7962446,116.20144367218018,100.0,0,16.201443672180176,0
1596051211.8062665,118.00539016723633,100.0,0,18.005390167236328,0
1596051211.816249,119.80221271514893,100.0,0,19.802212715148926,0
1596051211.826253,121.6029405593872,100.0,0,21.602940559387207,0
1596051211.8362777,123.40740203857422,100.0,0,23.40740203857422,0
1596051211.8462617,125.20452499389648,100.0,0,25.204524993896484,0
1596051211.8562384,127.00031757354736,100.0,0,27.000317573547363,0
1596051211.866258,128.80383491516113,100.0,0,28.803834915161133,0
1596051211.8762422,130.60100078582764,100.0,0,30.601000785827637,0
1596051211.8862412,132.4008274078369,100.0,0,32.400827407836914,0
1596051211.896245,134.20151233673096,100.0,0,34.20151233673096,0
1596051211.9062428,136.00112438201904,100.0,0,36.00112438201904,0
1596051211.9162476,137.80198097229004,100.0,0,37.80198097229004,0
1596051211.9262528,139.6029233932495,100.0,0,39.60292339324951,0
1596051211.9362524,141.40283584594727,100.0,0,41.402835845947266,0
1596051211.9462392,143.2004737854004,100.0,0,43.20047378540039,0
1596051211.956244,145.0013303756714,100.0,0,45.00133037567139,0
1596051211.9662533,146.8030023574829,100.0,0,46.80300235748291,0
1596051211.9762397,148.60055446624756,100.0,0,48.60055446624756,0
1596051211.9862566,150.4035997390747,100.0,0,50.40359973907471,0
1596051211.9962578,152.20381259918213,100.0,0,52.20381259918213,0
1596051212.0062366,153.99999141693115,100.0,0,53.99999141693115,0
1596051212.0162485,155.8021354675293,100.0,0,55.8021354675293,0
1596051212.0262558,157.6034641265869,100.0,0,57.603464126586914,0
1596051212.036247,159.40187454223633,100.0,0,59.40187454223633,0
1596051212.0462403,161.2006711959839,100.0,0,61.20067119598389,0
1596051212.0562537,163.00307273864746,100.0,0,63.00307273864746,0
1596051212.0662472,164.80191230773926,100.0,0,64.80191230773926,0
1596051212.0762541,166.6031551361084,100.0,0,66.6031551361084,0
1596051212.0862567,168.40362548828125,100.0,0,68.40362548828125,0
1596051212.096242,170.2009630203247,100.0,0,70.2009630203247,0
1596051212.106238,172.0002317428589,100.0,0,72.00023174285889,0
1596051212.116238,173.80027294158936,100.0,0,73.80027294158936,0
1596051212.1262503,175.60245990753174,100.0,0,75.60245990753174,0
1596051212.136248,177.40207195281982,100.0,0,77.40207195281982,0
1596051212.1462448,179.20146942138672,100.0,0,79.20146942138672,0
1596051212.156239,181.00043773651123,100.0,0,81.00043773651123,0
1596051212.1662476,182.80198097229004,100.0,0,82.80198097229004,0
1596051212.1762555,184.60339546203613,100.0,0,84.60339546203613,0
1596051212.18625,186.40240669250488,100.0,0,86.40240669250488,0
1596051212.1962533,188.20300579071045,100.0,0,88.20300579071045,0
1596051212.2062495,190.00231742858887,100.0,0,90.00231742858887,0
1596051212.2162402,191.8006420135498,100.0,0,91.8006420135498,0
1596051212.2262464,193.60175609588623,100.0,0,93.60175609588623,0
1596051212.2362504,195.4024839401245,100.0,0,95.40248394012451,0
1596051212.2462425,197.20106601715088,100.0,0,97.20106601715088,0
1596051212.2562428,199.00110721588135,100.0,0,99.00110721588135,0
1596051212.2662387,200.80037593841553,100.0,0,100.80037593841553,0
1596051212.2762542,202.60316371917725,100.0,0,102.60316371917725,0
1596051212.286254,204.40311908721924,100.0,0,104.40311908721924,0
1596051212.2962558,206.20346069335938,100.0,0,106.20346069335938,0
1596051212.3062487,208.00217151641846,100.0,0,108.00217151641846,0
1596051212.3162558,209.80345726013184,100.0,0,109.80345726013184,0
1596051212.32624,211.60062313079834,100.0,0,111.60062313079834,0
1596051212.3362553,213.40336799621582,100.0,0,113.40336799621582,0
1596051212.3462512,215.20263671875,100.0,0,115.20263671875,0
1596051212.356247,217.00186252593994,100.0,0,117.00186252593994,0
1596051212.3662539,218.80310535430908,100.0,0,118.80310535430908,0
1596051212.3762565,220.60357570648193,100.0,0,120.60357570648193,0
1596051212.3862484,222.40211486816406,100.0,0,122.40211486816406,0
1596051212.3962374,224.20013904571533,100.0,0,124.20013904571533,0
1596051212.4062393,226.00048065185547,100.0,0,126.00048065185547,0
1596051212.4162493,227.8022813796997,100.0,0,127.8022813796997,0
1596051212.4262383,229.60030555725098,100.0,0,129.60030555725098,0
1596051212.436253,231.40296459197998,100.0,0,131.40296459197998,0
1596051212.4462557,233.20343494415283,100.0,0,133.20343494415283,0
1596051212.45625,235.00240325927734,100.0,0,135.00240325927734,0
1596051212.4662383,236.8002986907959,100.0,0,136.8002986907959,0
1596051212.476236,238.59991073608398,100.0,0,138.59991073608398,0
1596051212.4862483,240.40209770202637,100.0,0,140.40209770202637,0
1596051212.4962502,242.2024393081665,100.0,0,142.2024393081665,0
1596051212.5062492,244.00226593017578,100.0,0,144.00226593017578,0
1596051212.5162475,245.80196380615234,100.0,0,145.80196380615234,0
1596051212.5262535,247.60303497314453,100.0,0,147.60303497314453,0
1596051212.5362575,249.4037628173828,100.0,0,149.4037628173828,0
1596051212.5462453,251.2015724182129,100.0,0,151.2015724182129,0
1596051212.5562394,253.00049781799316,100.0,0,153.00049781799316,0
1596051212.5662482,254.8020839691162,100.0,0,154.8020839691162,0
1596051212.576237,256.60006523132324,100.0,0,156.60006523132324,0
1596051212.5862365,258.399977684021,100.0,0,158.399977684021,0
1596051212.5962508,260.2025508880615,100.0,0,160.20255088806152,0
1596051212.6062415,262.00087547302246,100.0,0,162.00087547302246,0
1596051212.6162548,263.80327701568604,100.0,0,163.80327701568604,0
1596051212.6262403,265.60065746307373,100.0,0,165.60065746307373,0
1596051212.6362576,267.40378856658936,100.0,0,167.40378856658936,0
1596051212.6462548,269.2032718658447,100.0,0,169.20327186584473,0
1596051212.6562417,271.00090980529785,100.0,0,171.00090980529785,0
1596051212.666239,272.80043601989746,100.0,0,172.80043601989746,0
1596051212.6762457,274.60163593292236,100.0,0,174.60163593292236,0
1596051212.6862442,276.40137672424316,100.0,0,176.40137672424316,0
1596051212.6962545,278.20322036743164,100.0,0,178.20322036743164,0
1596051212.70624,280.00060081481934,100.0,0,180.00060081481934,0
1596051212.7140787,281.41157150268555,100.0,0,181.41157150268555,0
1596051212.7140787,406.42347145080566,100.0,0,306.42347145080566,0
1596051212.7142856,360,100.0,1,306.4607219696045,0
1596051212.7162385,406.81224155426025,100.0,0,306.81224155426025,0
1596051212.72044,407.56849575042725,100.0,0,307.56849575042725,0
