Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0,Coupling Strength = 0.9,Start_phase = 214
Timestamp,Phase,Offset,Ping?
1596153300,214,0,0
1596153300.01,215.7986249923706,1.1888888888888889,0,42
1596153300.02,217.59643459320068,1.1888888888888889,0,42
1596153300.03,219.3994369506836,1.1888888888888889,0,42
1596153300.04,221.19801902770996,1.1888888888888889,0,42
1596153300.05,222.99608612060547,1.1888888888888889,0,42
1596153300.06,224.79870223999023,1.1888888888888889,0,42
1596153300.07,226.59719848632812,1.1888888888888889,0,42
1596153300.08,228.39822673797607,1.1888888888888889,0,42
1596153300.09,230.1980962753296,1.1888888888888889,0,42
1596153300.1,231.99903869628906,1.1888888888888889,0,42
1596153300.11,233.79856491088867,1.1888888888888889,0,42
1596153300.12,235.59847736358643,1.1888888888888889,0,42
1596153300.1299999,237.3965015411377,1.1888888888888889,0,42
1596153300.1399999,239.19843101501465,1.1888888888888889,0,42
1596153300.1499999,240.99701309204102,1.1888888888888889,0,42
1596153300.1599998,242.79645347595215,1.1888888888888889,0,42
1596153300.1699998,244.59632301330566,1.1888888888888889,0,42
1596153300.1799998,246.3979949951172,1.1888888888888889,0,42
1596153300.1899998,248.19833660125732,1.1888888888888889,0,42
1596153300.1999998,249.99721908569336,1.1888888888888889,0,42
1596153300.2099998,251.79829025268555,1.1888888888888889,0,42
1596153300.2199998,253.59781646728516,1.1888888888888889,0,42
1596153300.2299998,255.3987159729004,1.1888888888888889,0,42
1596153300.2399998,257.19910049438477,1.1888888888888889,0,42
1596153300.2499998,258.9976396560669,1.1888888888888889,0,42
1596153300.2599998,260.797080039978,1.1888888888888889,0,42
1596153300.2699997,262.5965633392334,1.1888888888888889,0,42
1596153300.2799997,264.3973340988159,1.1888888888888889,0,42
1596153300.2899997,266.19720363616943,1.1888888888888889,0,42
1596153300.2999997,267.99818897247314,1.1888888888888889,0,42
1596153300.3099997,269.7992172241211,1.1888888888888889,0,42
1596153300.3199997,271.5965118408203,1.1888888888888889,0,42
1596153300.3299997,273.39706802368164,1.1888888888888889,0,42
1596153300.3399997,275.19861125946045,1.1888888888888889,0,42
1596153300.3499997,276.99933910369873,1.1888888888888889,0,42
1596153300.3599997,278.799165725708,1.1888888888888889,0,42
1596153300.3699996,280.5967607498169,1.1888888888888889,0,42
1596153300.3799996,282.3969736099243,1.1888888888888889,0,42
1596153300.3899996,284.19800186157227,1.1888888888888889,0,42
1596153300.3999996,285.9970989227295,1.1888888888888889,0,42
1596153300.4099996,287.79735469818115,1.1888888888888889,0,42
1596153300.4199996,289.59868335723877,1.1888888888888889,0,42
1596153300.4299996,291.39906787872314,1.1888888888888889,0,42
1596153300.4399996,293.1966199874878,1.1888888888888889,0,42
1596153300.4499996,294.99854946136475,1.1888888888888889,0,42
1596153300.4599996,296.7973461151123,1.1888888888888889,0,42
1596153300.4699996,298.5960998535156,1.1888888888888889,0,42
1596153300.4799995,300.3966131210327,1.1888888888888889,0,42
1596153300.4899995,302.19652557373047,1.1888888888888889,0,42
1596153300.4999995,303.9978542327881,1.1888888888888889,0,42
1596153300.5099995,305.7974662780762,1.1888888888888889,0,42
1596153300.5199995,307.597207069397,1.1888888888888889,0,42
1596153300.5299995,309.3972053527832,1.1888888888888889,0,42
1596153300.5399995,311.1987056732178,1.1888888888888889,0,42
1596153300.5499995,312.9968156814575,1.1888888888888889,0,42
1596153300.5599995,314.79904556274414,1.1888888888888889,0,42
1596153300.5699995,316.5990867614746,1.1888888888888889,0,42
1596153300.5799994,318.3963813781738,1.1888888888888889,0,42
1596153300.5899994,320.19895458221436,1.1888888888888889,0,42
1596153300.5999994,321.99646377563477,1.1888888888888889,0,42
1596153300.6099994,323.79607582092285,1.1888888888888889,0,42
1596153300.6199994,325.5959882736206,1.1888888888888889,0,42
1596153300.6299994,327.3965873718262,1.1888888888888889,0,42
1596153300.6399994,329.19697189331055,1.1888888888888889,0,42
1596153300.6499994,330.99920177459717,1.1888888888888889,0,42
1596153300.6599994,332.79847049713135,1.1888888888888889,0,42
1596153300.6699994,334.59640884399414,1.1888888888888889,0,42
1596153300.6799994,336.39614963531494,1.1888888888888889,0,42
1596153300.6899993,338.1987657546997,1.1888888888888889,0,42
1596153300.6999993,339.9981632232666,1.1888888888888889,0,42
1596153300.7099993,341.79695987701416,1.1888888888888889,0,42
1596153300.7199993,343.59790229797363,1.1888888888888889,0,42
1596153300.7299993,345.3977289199829,1.1888888888888889,0,42
