['ms0.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 188']
['ms1.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 288']
['ms2.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 251']
['ms3.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 183']
['ms4.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 76']
['ms5.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 166']
['ms6.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 105']
['ms7.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 342']
['ms8.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 192']
['ms9.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 107']
['ms10.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 263']
['ms11.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 343']
['ms12.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 106']
['ms13.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 135']
['ms14.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 89']
