Type = Mirollor Strogatz (-ish),Function = Mirollor Strogatz,Refract = 0.05,Epsilon = 0.3,B = 5,Start_phase = 89
Timestamp,Phase,Offset,Ping?
1596178489,89,0,0
1596178489.01,90.7957067489624,0.49444444444444446,0,42
1596178489.02,92.59591960906982,0.49444444444444446,0,42
1596178489.03,94.39733409881592,0.49444444444444446,0,42
1596178489.04,96.19746112823486,0.49444444444444446,0,42
1596178489.05,97.99484157562256,0.49444444444444446,0,42
1596178489.06,99.79501152038574,0.49444444444444446,0,42
1596178489.07,101.59479522705078,0.49444444444444446,0,42
1596178489.08,103.39706802368164,0.49444444444444446,0,42
1596178489.09,105.19607925415039,0.49444444444444446,0,42
1596178489.1,106.99719333648682,0.49444444444444446,0,42
1596178489.11,108.79749202728271,0.49444444444444446,0,42
1596178489.12,110.5956449508667,0.49444444444444446,0,42
1596178489.1299999,112.3959436416626,0.49444444444444446,0,42
1596178489.1399999,114.19740104675293,0.49444444444444446,0,42
1596178489.1499999,115.99563980102539,0.49444444444444446,0,42
1596178489.1599998,117.79525184631348,0.49444444444444446,0,42
1596178489.1699998,119.5974817276001,0.49444444444444446,0,42
1596178489.1799998,121.39760875701904,0.49444444444444446,0,42
1596178489.1899998,123.19511795043945,0.49444444444444446,0,42
1596178489.1999998,124.9967041015625,0.49444444444444446,0,42
1596178489.2099998,126.7973461151123,0.49444444444444446,0,42
1596178489.2199998,128.59554195404053,0.49444444444444446,0,42
1596178489.2299998,130.394681930542,0.49444444444444446,0,42
1596178489.2399998,132.19528102874756,0.49444444444444446,0,42
1596178489.2499998,133.99609470367432,0.49444444444444446,0,42
1596178489.2599998,135.79746627807617,0.49444444444444446,0,42
1596178489.2699997,137.59755039215088,0.49444444444444446,0,42
1596178489.2799997,139.39467334747314,0.49444444444444446,0,42
1596178489.2899997,141.195143699646,0.49444444444444446,0,42
1596178489.2999997,142.9975881576538,0.49444444444444446,0,42
1596178489.3099997,144.79689979553223,0.49444444444444446,0,42
1596178489.3199997,146.59539604187012,0.49444444444444446,0,42
1596178489.3299997,148.39565181732178,0.49444444444444446,0,42
1596178489.3399997,150.19637966156006,0.49444444444444446,0,42
1596178489.3499997,151.99667835235596,0.49444444444444446,0,42
1596178489.3599997,153.7953462600708,0.49444444444444446,0,42
1596178489.3699996,155.5954303741455,0.49444444444444446,0,42
1596178489.3799996,157.39714527130127,0.49444444444444446,0,42
1596178489.3899996,159.1969289779663,0.49444444444444446,0,42
1596178489.3999996,160.9954252243042,0.49444444444444446,0,42
1596178489.4099996,162.7953805923462,0.49444444444444446,0,42
1596178489.4199996,164.5961513519287,0.49444444444444446,0,42
1596178489.4299996,166.3955488204956,0.49444444444444446,0,42
1596178489.4399996,168.1947317123413,0.49444444444444446,0,42
1596178489.4499996,169.9949016571045,0.49444444444444446,0,42
1596178489.4599996,171.7977752685547,0.49444444444444446,0,42
1596178489.4699996,173.59712982177734,0.49444444444444446,0,42
1596178489.4799995,175.39712810516357,0.49444444444444446,0,42
1596178489.4899995,177.19669723510742,0.49444444444444446,0,42
1596178489.4999995,178.99738216400146,0.49444444444444446,0,42
1596178489.5099995,180.7964792251587,0.49444444444444446,0,42
1596178489.5199995,182.59497547149658,0.49444444444444446,0,42
1596178489.5299995,184.39673328399658,0.49444444444444446,0,42
1596178489.5399995,186.19510078430176,0.49444444444444446,0,42
1596178489.5499995,187.99660110473633,0.49444444444444446,0,42
1596178489.5599995,189.79604148864746,0.49444444444444446,0,42
1596178489.5699995,191.5944948196411,0.49444444444444446,0,42
1596178489.5799994,193.39470767974854,0.49444444444444446,0,42
1596178489.5899994,195.19483470916748,0.49444444444444446,0,42
1596178489.5999994,196.9963779449463,0.49444444444444446,0,42
1596178489.6099994,198.79620456695557,0.49444444444444446,0,42
1596178489.6199994,200.5965461730957,0.49444444444444446,0,42
1596178489.6299994,202.39521408081055,0.49444444444444446,0,42
1596178489.6399994,204.1962423324585,0.49444444444444446,0,42
1596178489.6499994,205.9956398010254,0.49444444444444446,0,42
1596178489.6599994,207.796067237854,0.49444444444444446,0,42
1596178489.6699994,209.59743881225586,0.49444444444444446,0,42
1596178489.6799994,211.397780418396,0.49444444444444446,0,42
1596178489.6899993,213.19541835784912,0.49444444444444446,0,42
1596178489.6908302,213.3439483642578,0.49444444444444446,0
1596178489.6908302,360.0,1.3092002868652344,0
1596178489.6909854,360,1.3092002868652344,1
1596178489.6909854,0,0,0
1596178489.7009854,1.8003416061401367,0,0,42
1596178489.7109854,3.6032581329345703,0,0,42
1596178489.7209854,5.401325225830078,0,0,42
1596178489.7309854,7.201709747314453,0,0,42
1596178489.7409854,9.002480506896973,0,0,42
1596178489.7509854,10.802392959594727,0,0,42
1596178489.7609854,12.6033353805542,0,0,42
1596178489.7709854,14.403247833251953,0,0,42
1596178489.7809854,16.201229095458984,0,0,42
1596178489.7909853,18.001914024353027,0,0,42
1596178489.8009853,19.800238609313965,0,0,42
1596178489.8109853,21.60135269165039,0,0,42
1596178489.8209853,23.402767181396484,0,0,42
1596178489.8309853,25.202293395996094,0,0,42
1596178489.8409853,27.00212001800537,0,0,42
1596178489.8509853,28.801002502441406,0,0,42
1596178489.8609853,30.60190200805664,0,0,42
1596178489.8709853,32.4001407623291,0,0,42
1596178489.8809853,34.203057289123535,0,0,42
1596178489.8909853,36.00189685821533,0,0,42
1596178489.9009852,37.802796363830566,0,0,42
1596178489.9109852,39.602580070495605,0,0,42
1596178489.9209852,41.401119232177734,0,0,42
1596178489.9309852,43.20322036743164,0,0,42
1596178489.9409852,45.00098705291748,0,0,42
