['da0.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 331']
['da1.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 87']
['da2.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 113']
['da3.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 301']
['da4.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 186']
['da5.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 79']
['da6.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 358']
['da7.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 195']
['da8.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 219']
['da9.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 18']
['da10.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 43']
['da11.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 88']
['da12.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 153']
['da13.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 152']
['da14.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 234']
