Time Stamp,Phase Value,Heading,Ping?
1596210315.282695,320.87875843048096,90,0
1596210315.292694,322.67871379852295,90,0
1596210315.3026967,324.4793128967285,90,0
1596210315.3126748,326.27540588378906,90,0
1596210315.322683,328.07690620422363,90,0
1596210315.3326876,329.87767696380615,90,0
1596210315.3426697,331.6743278503418,90,0
1596210315.352665,333.4770727157593,90,0
1596210315.362658,335.2758264541626,90,0
1596210315.3726602,337.07629680633545,90,0
1596210315.3826659,338.8773250579834,90,0
1596210315.3926475,340.67397594451904,90,0
1596210315.4026642,342.47697830200195,90,0
1596210315.412652,344.2747449874878,90,0
1596210315.422651,346.07465744018555,90,0
1596210315.4326668,347.87744522094727,90,0
1596210315.4426572,349.6756839752197,90,0
1596210315.4526606,351.47632598876953,90,0
1596210315.4626658,353.277268409729,90,0
1596210315.4726663,355.0774383544922,90,0
1596210315.4826536,356.87511920928955,90,0
1596210315.4926608,358.6763620376587,90,0
1596210315.5001757,360,90,1
1596210315.5001783,0,90,0
1596210315.5100253,1.8018865585327148,90,0
1596210315.5200372,3.6040735244750977,90,0
1596210315.5300221,5.401368141174316,90,0
1596210315.5400276,7.202353477478027,90,0
1596210315.5500345,9.003639221191406,90,0
1596210315.560019,10.800848007202148,90,0
1596210315.570021,12.601189613342285,90,0
1596210315.5800333,14.403419494628906,90,0
1596210315.590027,16.20230197906494,90,0
1596210315.6000257,18.002042770385742,90,0
1596210315.6100175,19.80058193206787,90,0
1596210315.620031,21.603069305419922,90,0
1596210315.6300235,23.401694297790527,90,0
1596210315.6400378,25.204181671142578,90,0
1596210315.650023,27.001519203186035,90,0
1596210315.6600246,28.80190372467041,90,0
1596210315.6700299,30.602717399597168,90,0
1596210315.680024,32.40168571472168,90,0
1596210315.690019,34.200825691223145,90,0
1596210315.7000382,36.0042142868042,90,0
1596210315.7100236,37.80163764953613,90,0
1596210315.7200353,39.60373878479004,90,0
1596210315.730029,41.402621269226074,90,0
1596210315.7400208,43.201117515563965,90,0
1596210315.7500358,45.00381946563721,90,0
1596210315.7600372,46.804118156433105,90,0
1596210315.7700372,48.604159355163574,90,0
1596210315.7800193,50.400896072387695,90,0
1596210315.7900252,52.201924324035645,90,0
1596210315.8000197,54.00097846984863,90,0
1596210315.8100324,55.80325126647949,90,0
1596210315.820033,57.60337829589844,90,0
1596210315.8300319,59.40316200256348,90,0
1596210315.8400192,61.200928688049316,90,0
1596210315.8500276,63.00234317779541,90,0
1596210315.8600247,64.80182647705078,90,0
1596210315.8700273,66.60233974456787,90,0
1596210315.880019,68.40083599090576,90,0
1596210315.8900297,70.20272254943848,90,0
1596210315.9000254,72.00199127197266,90,0
1596210315.9100282,73.80250453948975,90,0
1596210315.920037,75.60413360595703,90,0
1596210315.9300258,77.40207195281982,90,0
1596210315.9400358,79.20387268066406,90,0
1596210315.9500253,81.00193977355957,90,0
1596210315.9600203,82.80107975006104,90,0
1596210315.9700203,84.6011209487915,90,0
1596210315.9800227,86.40150547027588,90,0
1596210315.99002,88.20107460021973,90,0
1596210316.000032,90.00308990478516,90,0
1596210316.010019,91.80081367492676,90,0
1596210316.0200353,93.60377311706543,90,0
1596210316.030018,95.4006814956665,90,0
1596210316.0400271,97.20231056213379,90,0
1596210316.050029,99.00260925292969,90,0
1596210316.0600238,100.80174922943115,90,0
1596210316.0700307,102.60294914245605,90,0
1596210316.0800261,104.40213203430176,90,0
1596210316.0900202,106.2010145187378,90,0
1596210316.1000197,108.00096988677979,90,0
1596210316.1100268,109.80221271514893,90,0
1596210316.1200292,111.60268306732178,90,0
1596210316.1300285,113.40259552001953,90,0
1596210316.1400282,115.20246505737305,90,0
1596210316.150024,117.00173377990723,90,0
1596210316.160029,118.80263328552246,90,0
1596210316.170027,120.60233116149902,90,0
1596210316.180029,122.40262985229492,90,0
1596210316.1900249,124.20194149017334,90,0
1596210316.2000294,126.00271224975586,90,0
1596210316.2100327,127.80331134796143,90,0
1596210316.2200263,129.60219383239746,90,0
1596210316.230033,131.40335083007812,90,0
1596210316.2400346,133.20364952087402,90,0
1596210316.2500281,135.00248908996582,90,0
1596210316.2600214,136.80124282836914,90,0
1596210316.270023,138.60162734985352,90,0
1596210316.2800312,140.4030418395996,90,0
1596210316.2900226,142.2015380859375,90,0
1596210316.3000333,144.00338172912598,90,0
1596210316.3100274,145.8023500442505,90,0
1596210316.3200188,147.60080337524414,90,0
1596210316.3300333,149.4034194946289,90,0
1596210316.3400314,151.20311737060547,90,0
1596210316.3500314,153.00302982330322,90,0
1596210316.3600256,154.80199813842773,90,0
1596210316.370018,156.60070896148682,90,0
1596210316.380029,158.40259552001953,90,0
1596210316.3900301,160.20280838012695,90,0
1596210316.4000373,162.00422286987305,90,0
1596210316.4100285,163.80263328552246,90,0
1596210316.4200335,165.60348987579346,90,0
1596210316.4300187,167.40078449249268,90,0
1596210316.44003,169.20284271240234,90,0
1596210316.4500265,171.002197265625,90,0
1596210316.4600286,172.80253887176514,90,0
1596210316.4700174,174.6005630493164,90,0
1596210316.4800375,176.40416622161865,90,0
1596210316.4900372,178.2040786743164,90,0
1596210316.5000205,180.00107288360596,90,0
1596210316.5100353,181.80373191833496,90,0
1596210316.5200272,183.6022710800171,90,0
1596210316.530027,185.40231227874756,90,0
1596210316.5400338,187.20351219177246,90,0
1596210316.5500317,189.00312423706055,90,0
1596210316.560037,190.80402374267578,90,0
1596210316.570026,192.60213375091553,90,0
1596210316.5800273,194.4023036956787,90,0
1596210316.590024,196.20174407958984,90,0
1596210316.600024,198.00174236297607,90,0
1596210316.6100283,199.80247020721436,90,0
1596210316.6200328,201.60332679748535,90,0
1596210316.6300206,203.40113639831543,90,0
1596210316.6400185,205.20074844360352,90,0
1596210316.650023,207.00156211853027,90,0
1596210316.6600282,208.80250453948975,90,0
1596210316.6700292,210.60267448425293,90,0
1596210316.680033,212.4034023284912,90,0
1596210316.6900227,214.20151233673096,90,0
1596210316.700037,216.00412845611572,90,0
1596210316.710035,217.80378341674805,90,0
1596210316.7200203,219.60107803344727,90,0
1596210316.7300243,221.40184879302979,90,0
1596210316.7400177,223.2006025314331,90,0
1596210316.7500255,225.0020170211792,90,0
1596210316.7600238,226.80171489715576,90,0
1596210316.7700255,228.60197067260742,90,0
1596210316.7800217,230.40128231048584,90,0
1596210316.7900302,232.20291137695312,90,0
1596210316.8000228,234.00153636932373,90,0
1596210316.8100321,235.80320835113525,90,0
1596210316.8200276,237.6024341583252,90,0
1596210316.8300269,239.4023036956787,90,0
1596210316.8400207,241.20118618011475,90,0
1596210316.8409765,241.35005950927734,90,0
1596210316.8410401,241.35005950927734,178.987455368042,0
1596210316.8500314,331.9904851913452,178.987455368042,0
1596210316.8600235,333.7891960144043,178.987455368042,0
1596210316.870034,335.59099674224854,178.987455368042,0
1596210316.8800297,337.3902225494385,178.987455368042,0
1596210316.8900216,339.1888475418091,178.987455368042,0
1596210316.900023,340.98910331726074,178.987455368042,0
1596210316.9100316,342.7906036376953,178.987455368042,0
1596210316.9200218,344.58879947662354,178.987455368042,0
1596210316.9300284,346.38999938964844,178.987455368042,0
1596210316.9400253,348.18939685821533,178.987455368042,0
1596210316.9500196,349.9884080886841,178.987455368042,0
1596210316.9600272,351.7898225784302,178.987455368042,0
1596210316.9700253,353.589391708374,178.987455368042,0
1596210316.9800358,355.3914499282837,178.987455368042,0
1596210316.9900255,357.18947410583496,178.987455368042,0
1596210317.0000207,358.9886140823364,178.987455368042,0
1596210317.0057297,360,178.987455368042,1
1596210317.0057325,0,178.987455368042,0
1596210317.0156486,1.8015432357788086,178.987455368042,0
1596210317.025651,3.60201358795166,178.987455368042,0
1596210317.0356586,5.403470993041992,178.987455368042,0
1596210317.0456457,7.201194763183594,178.987455368042,0
1596210317.0556479,9.001493453979492,178.987455368042,0
1596210317.0656512,10.802092552185059,178.987455368042,0
1596210317.075655,12.60282039642334,178.987455368042,0
1596210317.085647,14.401402473449707,178.987455368042,0
1596210317.095665,16.20461940765381,178.987455368042,0
1596210317.1056602,18.003716468811035,178.987455368042,0
1596210317.1156523,19.802298545837402,178.987455368042,0
1596210317.1256611,21.603927612304688,178.987455368042,0
1596210317.1356528,23.402466773986816,178.987455368042,0
1596210317.1456454,25.201091766357422,178.987455368042,0
1596210317.1556559,27.002978324890137,178.987455368042,0
1596210317.1656506,28.802075386047363,178.987455368042,0
1596210317.1756506,30.601987838745117,178.987455368042,0
1596210317.1856506,32.402071952819824,178.987455368042,0
1596210317.195662,34.204087257385254,178.987455368042,0
1596210317.2056491,36.00176811218262,178.987455368042,0
1596210317.215655,37.802839279174805,178.987455368042,0
1596210317.225653,39.60249423980713,178.987455368042,0
1596210317.2356603,41.40377998352051,178.987455368042,0
1596210317.2456598,43.2037353515625,178.987455368042,0
1596210317.2556524,45.002360343933105,178.987455368042,0
1596210317.2656605,46.80381774902344,178.987455368042,0
1596210317.2756538,48.602614402770996,178.987455368042,0
1596210317.2856586,50.403428077697754,178.987455368042,0
1596210317.2956612,52.203941345214844,178.987455368042,0
1596210317.3056555,54.002909660339355,178.987455368042,0
1596210317.3156488,55.801663398742676,178.987455368042,0
1596210317.3256583,57.603421211242676,178.987455368042,0
1596210317.335653,59.402475357055664,178.987455368042,0
1596210317.3456473,61.201486587524414,178.987455368042,0
1596210317.3556452,63.0010986328125,178.987455368042,0
1596210317.3656576,64.80332851409912,178.987455368042,0
1596210317.375665,66.6046142578125,178.987455368042,0
1596210317.3856473,68.40147972106934,178.987455368042,0
1596210317.3956482,70.20156383514404,178.987455368042,0
1596210317.4056487,72.00169086456299,178.987455368042,0
1596210317.4156559,73.8030195236206,178.987455368042,0
1596210317.4256463,75.60121536254883,178.987455368042,0
1596210317.4356601,77.40365982055664,178.987455368042,0
1596210317.4456499,79.2018985748291,178.987455368042,0
1596210317.4556599,81.00369930267334,178.987455368042,0
