Timestamp,Phase,Angle,Ping?
1595369339.4178097,,0,0
1595369339.4278588,,0,0
1595369339.437902,,0,0
1595369339.447937,,0,0
1595369339.4579825,,0,0
1595369339.468032,,0,0
1595369339.4780452,,0,0
1595369339.4880483,,0,0
1595369339.498117,,0,0
1595369339.5081735,,0,0
1595369339.5181842,,0,0
1595369339.528198,,0,0
1595369339.5382364,,0,0
1595369339.548299,,0,0
1595369339.5582993,,0,0
1595369339.5683022,,0,0
1595369339.5783188,,0,0
1595369339.5883274,,0,0
1595369339.5983632,,0,0
1595369339.6083663,,0,0
1595369339.6183808,,0,0
1595369339.6283984,,0,0
1595369339.638412,,0,0
1595369339.6484337,,0,0
1595369339.6584568,,0,0
1595369339.6684656,,0,0
1595369339.678478,,0,0
1595369339.6884863,,0,0
1595369339.6985016,,0,0
1595369339.708506,,0,0
1595369339.718513,,0,0
1595369339.7285151,,0,0
1595369339.7385318,,0,0
1595369339.748557,,0,0
1595369339.7585685,,0,0
1595369339.7685697,,0,0
1595369339.778589,,0,0
1595369339.7885997,,0,0
1595369339.798617,,0,0
1595369339.8086421,,0,0
1595369339.8186424,,0,0
1595369339.8286653,,0,0
1595369339.8386672,,0,0
1595369339.8486705,,0,0
1595369339.8586986,,0,0
1595369339.8687057,,0,0
1595369339.8787112,,0,0
1595369339.8887236,,0,0
1595369339.898745,,0,0
1595369339.9087553,,0,0
1595369339.918769,,0,0
1595369339.9287715,,0,0
1595369339.938774,,0,0
1595369339.9487908,,0,0
1595369339.9588041,,0,0
1595369339.9688046,,0,0
1595369339.9788406,,0,0
1595369339.9888666,,0,0
1595369339.998893,,0,0
1595369340.0089214,,0,0
1595369340.0189464,,0,0
1595369340.028971,,0,0
1595369340.0389783,,0,0
1595369340.0489988,,0,0
1595369340.059006,,0,0
1595369340.069034,,0,0
1595369340.079058,,0,0
1595369340.089085,,0,0
1595369340.0991,,0,0
1595369340.1091154,,0,0
1595369340.1191177,,0,0
1595369340.1291392,,0,0
1595369340.1391537,,0,0
1595369340.149166,,0,0
1595369340.1591797,,0,0
1595369340.1692014,,0,0
1595369340.1792116,,0,0
1595369340.189241,,0,0
1595369340.1992655,,0,0
1595369340.2092896,,0,0
1595369340.2193155,,0,0
1595369340.2293274,,0,0
1595369340.2393548,,0,0
1595369340.249359,,0,0
1595369340.2593782,,0,0
1595369340.2694,,0,0
1595369340.27943,,0,0
1595369340.289448,,0,0
1595369340.2994835,,0,0
1595369340.309492,,0,0
1595369340.3195086,,0,0
1595369340.3295157,,0,0
1595369340.3395252,,0,0
1595369340.349539,,0,0
1595369340.3595421,,0,0
1595369340.3695445,,0,0
1595369340.3795688,,0,0
1595369340.389575,,0,0
1595369340.3995943,,0,0
1595369340.409622,,0,0
1595369340.419629,,0,0
1595369340.429641,,0,0
1595369340.4396424,,0,0
1595369340.4496515,,0,0
1595369340.4596605,,0,0
1595369340.4696841,,0,0
1595369340.479704,,0,0
1595369340.489717,,0,0
1595369340.4997303,,0,0
1595369340.5097477,,0,0
1595369340.5197694,,0,0
1595369340.529797,,0,0
1595369340.5398188,,0,0
1595369340.5498366,,0,0
1595369340.5598407,,0,0
1595369340.5698655,,0,0
1595369340.5798872,,0,0
1595369340.589914,,0,0
1595369340.59994,,0,0
1595369340.6099677,,0,0
1595369340.6199946,,0,0
1595369340.6300118,,0,0
1595369340.640012,,0,0
1595369340.6500378,,0,0
1595369340.6600518,,0,0
1595369340.6700785,,0,0
1595369340.680103,,0,0
1595369340.6901093,,0,0
1595369340.700135,,0,0
1595369340.710146,,0,0
1595369340.720149,,0,0
1595369340.7301693,,0,0
1595369340.7401867,,0,0
1595369340.7501876,,0,0
1595369340.76021,,0,0
1595369340.7702336,,0,0
1595369340.7802389,,0,0
1595369340.7902393,,0,0
1595369340.8002577,,0,0
1595369340.8102672,,0,0
1595369340.8202848,,0,0
1595369340.8303134,,0,0
1595369340.8403175,,0,0
1595369340.8503335,,0,0
1595369340.8603516,,0,0
1595369340.870361,,0,0
1595369340.8803623,,0,0
1595369340.8903651,,0,0
1595369340.9003706,,0,0
1595369340.910392,,0,0
1595369340.920398,,0,0
1595369340.9304008,,0,0
1595369340.940402,,0,0
1595369340.950422,,0,0
1595369340.9604306,,0,0
1595369340.9704387,,0,0
1595369340.9804592,,0,0
1595369340.9904594,,0,0
1595369341.0004616,,0,0
1595369341.0104778,,0,0
1595369341.0204837,,0,0
1595369341.0304859,,0,0
1595369341.0404909,,0,0
1595369341.0505178,,0,0
1595369341.06054,,0,0
1595369341.0705523,,0,0
1595369341.0805764,,0,0
1595369341.0906,,0,0
1595369341.100604,,0,0
1595369341.1106238,,0,0
1595369341.1127746,360,0,1
1595369341.1127746,0,0,0
1595369339.4178097,,0,0
1595369339.4278588,,0,0
1595369339.437902,,0,0
1595369339.447937,,0,0
1595369339.4579825,,0,0
1595369339.468032,,0,0
1595369339.4780452,,0,0
1595369339.4880483,,0,0
1595369339.498117,,0,0
1595369339.5081735,,0,0
1595369339.5181842,,0,0
1595369339.528198,,0,0
1595369339.5382364,,0,0
1595369339.548299,,0,0
1595369339.5582993,,0,0
1595369339.5683022,,0,0
1595369339.5783188,,0,0
1595369339.5883274,,0,0
1595369339.5983632,,0,0
1595369339.6083663,,0,0
1595369339.6183808,,0,0
1595369339.6283984,,0,0
1595369339.638412,,0,0
1595369339.6484337,,0,0
1595369339.6584568,,0,0
1595369339.6684656,,0,0
1595369339.678478,,0,0
1595369339.6884863,,0,0
1595369339.6985016,,0,0
1595369339.708506,,0,0
1595369339.718513,,0,0
1595369339.7285151,,0,0
1595369339.7385318,,0,0
1595369339.748557,,0,0
1595369339.7585685,,0,0
1595369339.7685697,,0,0
1595369339.778589,,0,0
1595369339.7885997,,0,0
1595369339.798617,,0,0
1595369339.8086421,,0,0
1595369339.8186424,,0,0
1595369339.8286653,,0,0
1595369339.8386672,,0,0
1595369339.8486705,,0,0
1595369339.8586986,,0,0
1595369339.8687057,,0,0
1595369339.8787112,,0,0
1595369339.8887236,,0,0
