Time Stamp,Phase Value,Heading,Ping?
1596209779.6973627,326.3681631088257,90,0
1596209780.1973476,332.36798572540283,90,0
1596209780.6973512,338.36803436279297,90,0
1596209781.197352,344.3680429458618,90,0
1596209781.6973596,350.36802864074707,90,0
1596209782.19735,356.3679084777832,90,0
1596209782.500159,360,90,1
1596209782.5001621,0,90,0
1596209783.0000389,6.000263214111328,90,0
1596209783.5000358,12.000246047973633,90,0
1596209784.0000272,18.00014591217041,90,0
1596209784.5000372,24.000266075134277,90,0
1596209785.0000203,30.000060081481934,90,0
1596209785.500038,36.000277519226074,90,0
1596209786.000023,42.00007724761963,90,0
1596209786.5000253,48.000123023986816,90,0
1596209787.0000381,54.000277519226074,90,0
1596209787.5000374,60.00026893615723,90,0
1596209788.000027,66.00014305114746,90,0
1596209788.500039,72.00026321411133,90,0
1596209789.0000327,78.00020599365234,90,0
1596209789.5000346,84.00023746490479,90,0
1596209790.0000381,90.00028038024902,90,0
1596209790.500039,96.00028896331787,90,0
1596209791.0000324,102.00019454956055,90,0
1596209791.5000207,108.00006580352783,90,0
1596209792.0000281,114.00016021728516,90,0
1596209792.5000339,120.00022888183594,90,0
1596209793.0000312,126.0001974105835,90,0
1596209793.500038,132.00026321411133,90,0
