Time Stamp,Phase Value,Heading,Ping?
1596209864.965645,360,275,1
1596209864.9656522,0,275,0
1596209864.9660587,454.58483695983887,275,0
1596209864.9661224,454.58483695983887,275,0
1596209865.4654276,100.58495426177979,275,0
1596209865.965423,106.58489990234375,275,0
1596209866.4654298,112.58498573303223,275,0
1596209866.9654171,118.58483409881592,275,0
1596209867.4654288,124.58497714996338,275,0
1596209867.9654307,130.58500289916992,275,0
1596209868.4654224,136.5848970413208,275,0
1596209868.9654164,142.58482551574707,275,0
1596209869.465417,148.58483409881592,275,0
1596209869.9654224,154.5848970413208,275,0
1596209870.4654205,160.58487701416016,275,0
1596209870.9654224,166.58488845825195,275,0
1596209871.4654229,172.58489990234375,275,0
1596209871.7908838,176.48895168304443,275,0
1596209871.7909544,176.48895168304443,266.1755524158478,0
1596209871.9654312,169.7605553150177,266.1755524158478,0
1596209872.4654272,175.76050095558168,266.1755524158478,0
1596209872.9654253,181.76048665046693,266.1755524158478,0
1596209873.4654267,187.76050381660463,266.1755524158478,0
1596209873.9654207,193.7604380130768,266.1755524158478,0
1596209874.4654229,199.76045804023744,266.1755524158478,0
1596209874.96542,205.76042370796205,266.1755524158478,0
1596209875.465426,211.76049523353578,266.1755524158478,0
1596209875.9654183,217.7604036808014,266.1755524158478,0
1596209876.4654286,223.76052670478822,266.1755524158478,0
1596209876.9654307,229.7605553150177,266.1755524158478,0
1596209877.4654222,235.7604494571686,266.1755524158478,0
1596209877.9654343,241.76059823036195,266.1755524158478,0
1596209878.465424,247.76047234535218,266.1755524158478,0
1596209878.9654286,253.76052384376527,266.1755524158478,0
1596209879.4654324,259.7605724811554,266.1755524158478,0
1596209879.9654315,265.7605667591095,266.1755524158478,0
1596209880.4654276,271.7605152606964,266.1755524158478,0
1596209880.9654303,277.76054673194886,266.1755524158478,0
1596209881.4654326,283.76056389808656,266.1755524158478,0
1596209881.9654336,289.7605839252472,266.1755524158478,0
1596209882.4654202,295.76042370796205,266.1755524158478,0
1596209882.965422,301.7604437351227,266.1755524158478,0
1596209883.4654286,307.76052384376527,266.1755524158478,0
1596209883.9654217,313.7604437351227,266.1755524158478,0
1596209884.4654295,319.76054100990297,266.1755524158478,0
1596209884.965429,325.7605324268341,266.1755524158478,0
1596209885.4654317,331.7605724811554,266.1755524158478,0
1596209885.965425,337.760483789444,266.1755524158478,0
1596209886.4654326,343.7605782032013,266.1755524158478,0
1596209886.9654336,349.76058678627015,266.1755524158478,0
1596209887.4654276,355.7605066776276,266.1755524158478,0
1596209887.818831,360,266.1755524158478,1
1596209887.818834,0,266.1755524158478,0
1596209888.3187308,6.00014786720277,266.1755524158478,0
1596209888.8187332,12.00018219947816,266.1755524158478,0
1596209889.3187401,18.00026230812074,266.1755524158478,0
1596209889.8187397,24.00026230812074,266.1755524158478,0
1596209890.3187258,30.000084924697887,266.1755524158478,0
1596209890.8187237,36.000056314468395,266.1755524158478,0
1596209891.318735,42.00019078254701,266.1755524158478,0
1596209891.8187277,48.00010495185853,266.1755524158478,0
1596209892.3187304,54.000133562088024,266.1755524158478,0
1596209892.818726,60.000093507766735,266.1755524158478,0
1596209893.3187351,66.0001965045929,266.1755524158478,0
1596209893.8187363,72.00021653175355,266.1755524158478,0
1596209894.2738478,77.45995812416078,266.1755524158478,0
1596209894.2739184,77.45995812416078,262.3025545096398,0
1596209894.3187373,74.12722720861439,262.3025545096398,0
1596209894.818735,80.12719573736194,262.3025545096398,0
1596209895.3187323,86.12716712713245,262.3025545096398,0
1596209895.8187323,92.1271585440636,262.3025545096398,0
1596209896.3187356,98.12721004247669,262.3025545096398,0
1596209896.8187344,104.12719001531605,262.3025545096398,0
1596209897.3187356,110.12720432043079,262.3025545096398,0
1596209897.818733,116.12717857122425,262.3025545096398,0
1596209898.3187237,122.12706413030628,262.3025545096398,0
1596209898.8187392,128.12724723577503,262.3025545096398,0
1596209899.318733,134.12718429327015,262.3025545096398,0
1596209899.8187358,140.12721862554554,262.3025545096398,0
1596209900.3187401,146.12726726293567,262.3025545096398,0
1596209900.7515461,151.31947459936146,262.3025545096398,0
1596209900.751617,151.31947459936146,254.7365807796717,0
1596209900.8187313,144.56118767511848,254.7365807796717,0
1596209901.3187325,150.56119339716437,254.7365807796717,0
1596209901.8187246,156.5611075664759,254.7365807796717,0
1596209902.318726,162.5611304546595,254.7365807796717,0
1596209902.818723,168.5610904003382,254.7365807796717,0
1596209903.3187408,174.56130211603644,254.7365807796717,0
1596209903.8187418,180.56131356012824,254.7365807796717,0
