['ms0.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 331']
['ms1.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 87']
['ms2.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 113']
['ms3.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 301']
['ms4.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 186']
['ms5.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 79']
['ms6.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 358']
['ms7.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 195']
['ms8.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 219']
['ms9.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 18']
['ms10.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 43']
['ms11.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 88']
['ms12.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 153']
['ms13.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 152']
['ms14.csv', 'Type = Mirollor Strogatz (-ish)', 'Function = Mirollor Strogatz', 'Refract = 0.05', 'Epsilon = 0.3', 'B = 5', 'Start_phase = 234']
