Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 91
Timestamp,Phase,Offset,Ping?
1596169060,91,0,0
1596169060.01,92.79832458496094,0.5055555555555555,0,42
1596169060.02,94.59763622283936,0.5055555555555555,0,42
1596169060.03,96.3981065750122,0.5055555555555555,0,42
1596169060.04,98.19625949859619,0.5055555555555555,0,42
1596169060.05,99.99707317352295,0.5055555555555555,0,42
1596169060.06,101.79797267913818,0.5055555555555555,0,42
1596169060.07,103.59925842285156,0.5055555555555555,0,42
1596169060.08,105.39947128295898,0.5055555555555555,0,42
1596169060.09,107.19779586791992,0.5055555555555555,0,42
1596169060.1,108.99753665924072,0.5055555555555555,0,42
1596169060.11,110.79706287384033,0.5055555555555555,0,42
1596169060.12,112.59718990325928,0.5055555555555555,0,42
1596169060.1299999,114.39770317077637,0.5055555555555555,0,42
1596169060.1399999,116.19911766052246,0.5055555555555555,0,42
1596169060.1499999,117.99950218200684,0.5055555555555555,0,42
1596169060.1599998,119.79761219024658,0.5055555555555555,0,42
1596169060.1699998,121.59872627258301,0.5055555555555555,0,42
1596169060.1799998,123.39627838134766,0.5055555555555555,0,42
1596169060.1899998,125.19795036315918,0.5055555555555555,0,42
1596169060.1999998,126.99824905395508,0.5055555555555555,0,42
1596169060.2099998,128.79614448547363,0.5055555555555555,0,42
1596169060.2199998,130.5978593826294,0.5055555555555555,0,42
1596169060.2299998,132.39923095703125,0.5055555555555555,0,42
1596169060.2399998,134.1969118118286,0.5055555555555555,0,42
1596169060.2499998,135.99905586242676,0.5055555555555555,0,42
1596169060.2599998,137.7966079711914,0.5055555555555555,0,42
1596169060.2699997,139.59883785247803,0.5055555555555555,0,42
1596169060.2799997,141.39613246917725,0.5055555555555555,0,42
1596169060.2899997,143.19643115997314,0.5055555555555555,0,42
1596169060.2999997,144.99685859680176,0.5055555555555555,0,42
1596169060.3099997,146.79647064208984,0.5055555555555555,0,42
1596169060.3199997,148.59801387786865,0.5055555555555555,0,42
1596169060.3299997,150.39771175384521,0.5055555555555555,0,42
1596169060.3399997,152.1969804763794,0.5055555555555555,0,42
1596169060.3499997,153.99646377563477,0.5055555555555555,0,42
1596169060.3599997,155.79616165161133,0.5055555555555555,0,42
1596169060.3699996,157.59817695617676,0.5055555555555555,0,42
1596169060.3799996,159.39645862579346,0.5055555555555555,0,42
1596169060.3899996,161.19671440124512,0.5055555555555555,0,42
1596169060.3999996,162.99671268463135,0.5055555555555555,0,42
1596169060.4099996,164.7971830368042,0.5055555555555555,0,42
1596169060.4199996,166.59722423553467,0.5055555555555555,0,42
1596169060.4299996,168.39619255065918,0.5055555555555555,0,42
1596169060.4399996,170.19653415679932,0.5055555555555555,0,42
1596169060.4499996,171.9963607788086,0.5055555555555555,0,42
1596169060.4599996,173.7979040145874,0.5055555555555555,0,42
1596169060.4699996,175.59815979003906,0.5055555555555555,0,42
1596169060.4799995,177.3970422744751,0.5055555555555555,0,42
1596169060.4899995,179.19888591766357,0.5055555555555555,0,42
1596169060.4999995,180.99643802642822,0.5055555555555555,0,42
1596169060.5099995,182.79948329925537,0.5055555555555555,0,42
1596169060.5199995,184.59810829162598,0.5055555555555555,0,42
1596169060.5299995,186.39669036865234,0.5055555555555555,0,42
