Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 52
Timestamp,Phase,Offset,Ping?
1596169110,52,0,0
1596169110.01,53.79815292358398,0.28888888888888886,0,42
1596169110.02,55.59587669372558,0.28888888888888886,0,42
1596169110.03,57.39763450622558,0.28888888888888886,0,42
1596169110.04,59.19711780548095,0.28888888888888886,0,42
1596169110.05,60.9961290359497,0.28888888888888886,0,42
1596169110.06,62.795783996582024,0.28888888888888886,0,42
1596169110.07,64.5954818725586,0.28888888888888886,0,42
1596169110.08,66.39573764801025,0.28888888888888886,0,42
1596169110.09,68.19839668273926,0.28888888888888886,0,42
1596169110.1,69.99809455871582,0.28888888888888886,0,42
1596169110.11,71.7977066040039,0.28888888888888886,0,42
1596169110.12,73.59727573394775,0.28888888888888886,0,42
1596169110.1299999,75.39667320251465,0.28888888888888886,0,42
1596169110.1399999,77.19516944885254,0.28888888888888886,0,42
1596169110.1499999,78.99735641479492,0.28888888888888886,0,42
1596169110.1599998,80.79555225372314,0.28888888888888886,0,42
1596169110.1699998,82.59769630432129,0.28888888888888886,0,42
1596169110.1799998,84.39645004272461,0.28888888888888886,0,42
1596169110.1899998,86.19739246368408,0.28888888888888886,0,42
1596169110.1999998,87.99533081054688,0.28888888888888886,0,42
1596169110.2099998,89.7964448928833,0.28888888888888886,0,42
1596169110.2199998,91.59511280059814,0.28888888888888886,0,42
1596169110.2299998,93.39635562896729,0.28888888888888886,0,42
1596169110.2399998,95.19729804992676,0.28888888888888886,0,42
1596169110.2499998,96.99660968780518,0.28888888888888886,0,42
1596169110.2599998,98.79746627807617,0.28888888888888886,0,42
1596169110.2699997,100.59832286834717,0.28888888888888886,0,42
1596169110.2799997,102.3968620300293,0.28888888888888886,0,42
1596169110.2899997,104.19776153564453,0.28888888888888886,0,42
1596169110.2999997,105.99775981903076,0.28888888888888886,0,42
1596169110.3099997,107.79737186431885,0.28888888888888886,0,42
1596169110.3199997,109.59659767150879,0.28888888888888886,0,42
1596169110.3299997,111.39539432525635,0.28888888888888886,0,42
1596169110.3399997,113.19637966156006,0.28888888888888886,0,42
1596169110.3499997,114.99624919891357,0.28888888888888886,0,42
1596169110.3599997,116.79839324951172,0.28888888888888886,0,42
1596169110.3699996,118.59615993499756,0.28888888888888886,0,42
1596169110.3799996,120.39834690093994,0.28888888888888886,0,42
1596169110.3899996,122.19830226898193,0.28888888888888886,0,42
1596169110.3999996,123.9983434677124,0.28888888888888886,0,42
1596169110.4099996,125.79559516906738,0.28888888888888886,0,42
1596169110.4199996,127.5965805053711,0.28888888888888886,0,42
1596169110.4299996,129.39580631256104,0.28888888888888886,0,42
1596169110.4399996,131.19537544250488,0.28888888888888886,0,42
1596169110.4499996,132.9954595565796,0.28888888888888886,0,42
1596169110.4599996,134.79764652252197,0.28888888888888886,0,42
1596169110.4699996,136.59721565246582,0.28888888888888886,0,42
