['da0.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 280']
['da1.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 189']
['da2.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 310']
['da3.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 237']
['da4.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 138']
['da5.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 6']
['da6.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 24']
['da7.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 57']
['da8.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 20']
['da9.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 139']
['da10.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 71']
['da11.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 167']
['da12.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 277']
['da13.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 115']
['da14.csv', 'Type = DelayAdvance', 'Function = Wang Sync Simple', 'Refract = 0.05', 'Coupling Strength = 0.7', 'Start_phase = 95']
