Type = Mirollor Strogatz (-ish),Function = Mirollor Strogatz,Refract = 0.05,Epsilon = 0.3,B = 5,Start_phase = 71
Timestamp,Phase,Offset,Ping?
1596178389,71,0,0
1596178389.01,72.79647922515869,0.39444444444444443,0,42
1596178389.02,74.59622001647949,0.39444444444444443,0,42
1596178389.03,76.39523124694824,0.39444444444444443,0,42
1596178389.04,78.19677448272705,0.39444444444444443,0,42
1596178389.05,79.9957857131958,0.39444444444444443,0,42
1596178389.06,81.79591274261475,0.39444444444444443,0,42
1596178389.07,83.59659767150879,0.39444444444444443,0,42
1596178389.08,85.39440727233887,0.39444444444444443,0,42
1596178389.09,87.1958646774292,0.39444444444444443,0,42
1596178389.1,88.99637794494629,0.39444444444444443,0,42
1596178389.11,90.7943592071533,0.39444444444444443,0,42
1596178389.12,92.59418582916258,0.39444444444444443,0,42
1596178389.1299999,94.39637279510497,0.39444444444444443,0,42
1596178389.1399999,96.19461154937743,0.39444444444444443,0,42
1596178389.1499999,97.99679851531981,0.39444444444444443,0,42
1596178389.1599998,99.79653930664061,0.39444444444444443,0,42
1596178389.1699998,101.59499263763426,0.39444444444444443,0,42
1596178389.1799998,103.39606380462645,0.39444444444444443,0,42
1596178389.1899998,105.19443130493163,0.39444444444444443,0,42
1596178389.1999998,106.99580287933348,0.39444444444444443,0,42
1596178389.2099998,108.79537200927733,0.39444444444444443,0,42
1596178389.2199998,110.59468364715575,0.39444444444444443,0,42
1596178389.2299998,112.3971710205078,0.39444444444444443,0,42
1596178389.2399998,114.19540977478026,0.39444444444444443,0,42
1596178389.2499998,115.99467849731444,0.39444444444444443,0,42
1596178389.2599998,117.79617881774901,0.39444444444444443,0,42
1596178389.2699997,119.59583377838133,0.39444444444444443,0,42
1596178389.2799997,121.39390087127684,0.39444444444444443,0,42
1596178389.2899997,123.19668865203856,0.39444444444444443,0,42
1596178389.2999997,124.99475574493407,0.39444444444444443,0,42
1596178389.3099997,126.79569816589354,0.39444444444444443,0,42
1596178389.3199997,128.59642601013184,0.39444444444444443,0,42
1596178389.3299997,130.39608097076416,0.39444444444444443,0,42
1596178389.3399997,132.19539260864258,0.39444444444444443,0,42
1596178389.3499997,133.99667835235596,0.39444444444444443,0,42
1596178389.3599997,135.79641914367676,0.39444444444444443,0,42
1596178389.3699996,137.5968894958496,0.39444444444444443,0,42
1596178389.3799996,139.39611530303955,0.39444444444444443,0,42
1596178389.3899996,141.19504070281982,0.39444444444444443,0,42
1596178389.3999996,142.99478149414062,0.39444444444444443,0,42
1596178389.4099996,144.79580974578857,0.39444444444444443,0,42
1596178389.4199996,146.59563636779785,0.39444444444444443,0,42
1596178389.4299996,148.39546298980713,0.39444444444444443,0,42
1596178389.4399996,150.19408798217773,0.39444444444444443,0,42
1596178389.4499996,151.99567413330078,0.39444444444444443,0,42
1596178389.4599996,153.79653072357178,0.39444444444444443,0,42
1596178389.4699996,155.59631443023682,0.39444444444444443,0,42
1596178389.4799995,157.39674186706543,0.39444444444444443,0,42
1596178389.4899995,159.19626808166504,0.39444444444444443,0,42
1596178389.4999995,160.99588012695312,0.39444444444444443,0,42
1596178389.5099995,162.7939043045044,0.39444444444444443,0,42
1596178389.5199995,164.59514713287354,0.39444444444444443,0,42
1596178389.5299995,166.39458751678467,0.39444444444444443,0,42
1596178389.5399995,168.19449996948242,0.39444444444444443,0,42
1596178389.5499995,169.99574279785156,0.39444444444444443,0,42
