Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 295
Timestamp,Phase,Offset,Ping?
1596164987,295,0,0
1596164982.4043422,360,1.6388888888888888,1
1596164982.4043422,0,0,0
1596164982.4143422,1.8007707595825195,0,0,42
1596164982.4243422,3.602614402770996,0,0,42
1596164982.4343421,5.402956008911133,0,0,42
1596164982.4443421,7.203125953674316,0,0,42
1596164982.4543421,9.000506401062012,0,0,42
1596164982.464342,10.800976753234863,0,0,42
1596164982.474342,12.600288391113281,0,0,42
1596164982.484342,14.402775764465332,0,0,42
1596164982.494342,16.202173233032227,0,0,42
1596164982.504342,17.999982833862305,0,0,42
1596164982.514342,19.801740646362305,0,0,42
1596164982.524342,21.603026390075684,0,0,42
1596164982.534342,23.401436805725098,0,0,42
1596164982.544342,25.200490951538086,0,0,42
1596164982.554342,27.002034187316895,0,0,42
1596164982.564342,28.802075386047363,0,0,42
1596164982.574342,30.60014247894287,0,0,42
1596164982.584342,32.40293025970459,0,0,42
1596164982.594342,34.202799797058105,0,0,42
1596164982.604342,36.00245475769043,0,0,42
1596164982.614342,37.80150890350342,0,0,42
1596164982.624342,39.60172176361084,0,0,42
1596164982.634342,41.400346755981445,0,0,42
1596164982.644342,43.20120334625244,0,0,42
1596164982.654342,45.001888275146484,0,0,42
1596164982.664342,46.801371574401855,0,0,42
1596164982.674342,48.60197067260742,0,0,42
1596164982.684342,50.40132522583008,0,0,42
1596164982.694342,52.2009801864624,0,0,42
1596164982.704342,54.00256633758545,0,0,42
1596164982.7143419,55.80110549926758,0,0,42
1596164982.7243419,57.60088920593262,0,0,42
1596164982.7343419,59.40165996551514,0,0,42
1596164982.7443419,61.20311737060547,0,0,42
1596164982.7543418,63.001227378845215,0,0,42
1596164982.7643418,64.80302810668945,0,0,42
1596164982.7743418,66.60191059112549,0,0,42
1596164982.7843418,68.40040683746338,0,0,42
1596164982.7943418,70.20014762878418,0,0,42
1596164982.8043418,72.00113296508789,0,0,42
1596164982.8143418,73.8015604019165,0,0,42
1596164982.8243418,75.6029748916626,0,0,42
1596164982.8343418,77.40142822265625,0,0,42
1596164982.8443418,79.20082569122314,0,0,42
1596164982.8543417,81.00279808044434,0,0,42
1596164982.8643417,82.80039310455322,0,0,42
1596164982.8743417,84.60210800170898,0,0,42
1596164982.8843417,86.4016342163086,0,0,42
1596164982.8943417,88.20326328277588,0,0,42
1596164982.9043417,90.00072956085205,0,0,42
1596164982.9143417,91.80068492889404,0,0,42
1596164982.9243417,93.60321521759033,0,0,42
1596164982.9343417,95.40188312530518,0,0,42
1596164982.9443417,97.20076560974121,0,0,42
1596164982.9543417,99.0032958984375,0,0,42
1596164982.9643416,100.80063343048096,0,0,42
1596164982.9743416,102.60204792022705,0,0,42
1596164982.9843416,104.40170288085938,0,0,42
1596164982.9943416,106.19994163513184,0,0,42
1596164983.0043416,108.00272941589355,0,0,42
1596164983.0143416,109.8013973236084,0,0,42
1596164983.0243416,111.60139560699463,0,0,42
1596164983.0343416,113.40023517608643,0,0,42
1596164983.0443416,115.20186424255371,0,0,42
1596164983.0543416,117.00177669525146,0,0,42
1596164983.0643415,118.80246162414551,0,0,42
1596164983.0743415,120.60194492340088,0,0,42
1596164983.0843415,122.40198612213135,0,0,42
1596164983.0943415,124.20314311981201,0,0,42
1596164983.1043415,126.0007381439209,0,0,42
1596164983.1143415,127.80232429504395,0,0,42
1596164983.1243415,129.6005630493164,0,0,42
1596164983.1343415,131.40047550201416,0,0,42
1596164983.1443415,133.20184707641602,0,0,42
1596164983.1543415,135.00296115875244,0,0,42
1596164983.1643414,136.80081367492676,0,0,42
1596164983.1743414,138.6031723022461,0,0,42
1596164983.1843414,140.40132522583008,0,0,42
1596164983.1943414,142.20166683197021,0,0,42
1596164983.2043414,144.00269508361816,0,0,42
1596164983.2143414,145.79994678497314,0,0,42
1596164983.2243414,147.60149002075195,0,0,42
1596164983.2343414,149.4005012512207,0,0,42
1596164983.2443414,151.2005853652954,0,0,42
1596164983.2543414,153.00006866455078,0,0,42
1596164983.2643414,154.80010986328125,0,0,42
1596164983.2743413,156.60075187683105,0,0,42
1596164983.2843413,158.4003210067749,0,0,42
1596164983.2943413,160.19989013671875,0,0,42
1596164983.3043413,162.00289249420166,0,0,42
1596164983.3143413,163.80053043365479,0,0,42
1596164983.3243413,165.60031414031982,0,0,42
1596164983.3343413,167.4008274078369,0,0,42
1596164983.3443413,169.203143119812,0,0,42
1596164983.3543413,171.0015106201172,0,0,42
1596164983.3643413,172.80056476593018,0,0,42
1596164983.3743412,174.60094928741455,0,0,42
1596164983.3843412,176.40223503112793,0,0,42
1596164983.3943412,178.2031774520874,0,0,42
1596164983.4043412,180.00283241271973,0,0,42
1596164983.4143412,181.80072784423828,0,0,42
1596164983.4243412,183.60291481018066,0,0,42
1596164983.4343412,185.40063858032227,0,0,42
1596164983.4443412,187.20110893249512,0,0,42
1596164983.4543412,189.00316715240479,0,0,42
1596164983.4643412,190.80132007598877,0,0,42
1596164983.4743412,192.60011672973633,0,0,42
1596164983.4843411,194.402174949646,0,0,42
1596164983.4943411,196.20182991027832,0,0,42
1596164983.5043411,198.0017852783203,0,0,42
1596164983.514341,199.8016119003296,0,0,42
1596164983.524341,201.6005802154541,0,0,42
1596164983.534341,203.40190887451172,0,0,42
1596164983.544341,205.20010471343994,0,0,42
1596164983.554341,207.00066089630127,0,0,42
1596164983.564341,208.80259037017822,0,0,42
1596164983.574341,210.6006145477295,0,0,42
1596164983.584341,212.40288734436035,0,0,42
1596164983.594341,214.20228481292725,0,0,42
1596164983.604341,216.00030899047852,0,0,42
1596164983.614341,217.8011655807495,0,0,42
1596164983.624341,219.60107803344727,0,0,42
1596164983.634341,221.40154838562012,0,0,42
1596164983.644341,223.2004737854004,0,0,42
1596164983.654341,225.00300407409668,0,0,42
1596164983.664341,226.80077075958252,0,0,42
1596164983.674341,228.5998249053955,0,0,42
1596164983.684341,230.39995193481445,0,0,42
1596164983.694341,232.20235347747803,0,0,42
1596164983.704341,234.00076389312744,0,0,42
1596164983.714341,235.80166339874268,0,0,42
