Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 0
Timestamp,Phase,Offset,Ping?
1596165112,0,0,0
1596165109.0435557,360,0.0,1
1596165109.0435557,0,0,0
1596165109.0535557,1.7999982833862305,0,0,42
1596165109.0635557,3.602614402770996,0,0,42
1596165109.0735557,5.402998924255371,0,0,42
1596165109.0835557,7.200379371643066,0,0,42
1596165109.0935557,9.002909660339355,0,0,42
1596165109.1035557,10.801663398742676,0,0,42
1596165109.1135557,12.60307788848877,0,0,42
1596165109.1235557,14.40183162689209,0,0,42
1596165109.1335557,16.20011329650879,0,0,42
1596165109.1435556,18.001227378845215,0,0,42
1596165109.1535556,19.802470207214355,0,0,42
1596165109.1635556,21.60161018371582,0,0,42
1596165109.1735556,23.4028959274292,0,0,42
1596165109.1835556,25.203022956848145,0,0,42
1596165109.1935556,27.00160503387451,0,0,42
1596165109.2035556,28.801045417785645,0,0,42
1596165109.2135556,30.60314655303955,0,0,42
1596165109.2235556,32.402286529541016,0,0,42
1596165109.2335556,34.20061111450195,0,0,42
1596165109.2435555,36.00262641906738,0,0,42
1596165109.2535555,37.80090808868408,0,0,42
1596165109.2635555,39.60004806518555,0,0,42
1596165109.2735555,41.40026092529297,0,0,42
1596165109.2835555,43.2011604309082,0,0,42
1596165109.2935555,45.000901222229004,0,0,42
1596165109.3035555,46.801629066467285,0,0,42
1596165109.3135555,48.601369857788086,0,0,42
1596165109.3235555,50.40145397186279,0,0,42
1596165109.3335555,52.20050811767578,0,0,42
1596165109.3435555,54.00200843811035,0,0,42
1596165109.3535554,55.80226421356201,0,0,42
1596165109.3635554,57.60329246520996,0,0,42
1596165109.3735554,59.40230369567871,0,0,42
1596165109.3835554,61.20277404785156,0,0,42
1596165109.3935554,63.00212860107422,0,0,42
1596165109.4035554,64.80071067810059,0,0,42
1596165109.4135554,66.60049438476562,0,0,42
1596165109.4235554,68.40087890625,0,0,42
1596165109.4335554,70.20276546478271,0,0,42
1596165109.4435554,72.00121879577637,0,0,42
1596165109.4535553,73.80117416381836,0,0,42
1596165109.4635553,75.60117244720459,0,0,42
1596165109.4735553,77.40031242370605,0,0,42
1596165109.4835553,79.20241355895996,0,0,42
1596165109.4935553,81.00035190582275,0,0,42
1596165109.5035553,82.80232429504395,0,0,42
1596165109.5135553,84.60180759429932,0,0,42
1596165109.5235553,86.40047550201416,0,0,42
1596165109.5335553,88.20279121398926,0,0,42
1596165109.5435553,90.00115871429443,0,0,42
1596165109.5535553,91.80047035217285,0,0,42
1596165109.5635552,93.60265731811523,0,0,42
1596165109.5735552,95.40299892425537,0,0,42
1596165109.5835552,97.20145225524902,0,0,42
1596165109.5935552,99.00097846984863,0,0,42
1596165109.6035552,100.8024787902832,0,0,42
1596165109.6135552,102.60123252868652,0,0,42
1596165109.6235552,104.40037250518799,0,0,42
1596165109.6335552,106.20118618011475,0,0,42
1596165109.6435552,108.0010986328125,0,0,42
1596165109.6535552,109.80096817016602,0,0,42
1596165109.6635551,111.60027980804443,0,0,42
1596165109.6735551,113.40113639831543,0,0,42
1596165109.6835551,115.20126342773438,0,0,42
1596165109.693555,117.00164794921875,0,0,42
1596165109.703555,118.80018711090088,0,0,42
1596165109.713555,120.60104370117188,0,0,42
1596165109.723555,122.40224361419678,0,0,42
1596165109.733555,124.20249938964844,0,0,42
1596165109.743555,126.0016393661499,0,0,42
1596165109.753555,127.80219554901123,0,0,42
1596165109.763555,129.60030555725098,0,0,42
1596165109.773555,131.4007329940796,0,0,42
1596165109.783555,133.2004737854004,0,0,42
