Type = DelayAdvance,Function = Wang Sync Simple,Refract = 0.05,Coupling Strength = 0.7,Start_phase = 0
Timestamp,Phase,Offset,Ping?
1596169085,0,0,0
1596169085.01,1.796565055847168,0.0,0,42
1596169085.02,3.5980653762817383,0.0,0,42
1596169085.03,5.39553165435791,0.0,0,42
1596169085.04,7.195959091186523,0.0,0,42
1596169085.05,8.996987342834473,0.0,0,42
1596169085.06,10.795269012451172,0.0,0,42
1596169085.07,12.5978422164917,0.0,0,42
1596169085.08,14.398484230041504,0.0,0,42
1596169085.09,16.198525428771973,0.0,0,42
1596169085.1,17.995905876159668,0.0,0,42
1596169085.11,19.798007011413574,0.0,0,42
1596169085.12,21.597232818603516,0.0,0,42
1596169085.1299999,23.397746086120605,0.0,0,42
1596169085.1399999,25.1971435546875,0.0,0,42
1596169085.1499999,26.998515129089355,0.0,0,42
1596169085.1599998,28.797054290771484,0.0,0,42
1596169085.1699998,30.595250129699707,0.0,0,42
1596169085.1799998,32.39662170410156,0.0,0,42
1596169085.1899998,34.1964054107666,0.0,0,42
1596169085.1999998,35.997347831726074,0.0,0,42
1596169085.2099998,37.79738903045654,0.0,0,42
1596169085.2135594,38.43588352203369,0.0,0
1596169085.2135594,11.53076505661011,-0.14947288036346434,0
1596169085.2199998,12.690380573272707,-0.14947288036346434,0,42
1596169085.2299998,14.491237163543703,-0.14947288036346434,0,42
1596169085.2399998,16.292179584503177,-0.14947288036346434,0,42
1596169085.2499998,18.092993259429935,-0.14947288036346434,0,42
1596169085.2586875,19.653824329376224,-0.14947288036346434,0
1596169085.2586875,5.896147298812869,-0.22590441942214964,0
1596169085.2599998,6.133426237106326,-0.22590441942214964,0,42
1596169085.2699997,7.932609128952029,-0.22590441942214964,0,42
1596169085.2799997,9.733165311813357,-0.22590441942214964,0,42
1596169085.2899997,11.535781431198123,-0.22590441942214964,0,42
1596169085.2999997,13.332646894454959,-0.22590441942214964,0,42
1596169085.3099997,15.135692167282107,-0.22590441942214964,0,42
1596169085.3199997,16.934360074996953,-0.22590441942214964,0,42
1596169085.3299997,18.7353883266449,-0.22590441942214964,0,42
1596169085.3399997,20.5342278957367,-0.22590441942214964,0,42
1596169085.3499997,22.33366827964783,-0.22590441942214964,0,42
1596169085.3599997,24.133323240280156,-0.22590441942214964,0,42
1596169085.3699996,25.93297820091248,-0.22590441942214964,0,42
1596169085.3799996,27.73400645256043,-0.22590441942214964,0,42
1596169085.3899996,29.535506772995,-0.22590441942214964,0,42
1596169085.3999996,31.333402204513554,-0.22590441942214964,0,42
1596169085.4099996,33.135632085800175,-0.22590441942214964,0,42
1596169085.4199996,34.93404250144959,-0.22590441942214964,0,42
1596169085.4299996,36.733397054672245,-0.22590441942214964,0,42
1596169085.4399996,38.532451200485234,-0.22590441942214964,0,42
