Type = Reachback Firefly,Function = Reachback Firefly (ln/e^),Refract = 0.05,Epsilon = 0.002,Start_phase = 182
Timestamp,Phase,Offset,Ping?
1596173584,182,0,0
1596173584.01,183.79523468017578,1.011111111111111,0,42
1596173584.02,185.59583377838135,1.011111111111111,0,42
1596173584.03,187.39480209350586,1.011111111111111,0,42
1596173584.04,189.19540119171143,1.011111111111111,0,42
1596173584.046904,190.43664169311523,1.011111111111111,0
1596173584.046904,190.43664169311523,1.011111111111111,0
1596173584.05,190.99569988250732,1.011111111111111,0,42
1596173584.06,192.79591274261475,1.011111111111111,0,42
1596173584.07,194.5952672958374,1.011111111111111,0,42
1596173584.08,196.39560890197754,1.011111111111111,0,42
1596173584.09,198.1964225769043,1.011111111111111,0,42
1596173584.1,199.99487590789795,1.011111111111111,0,42
1596173584.11,201.79697704315186,1.011111111111111,0,42
1596173584.12,203.5971040725708,1.011111111111111,0,42
1596173584.1299999,205.39487075805664,1.011111111111111,0,42
1596173584.1399999,207.1960277557373,1.011111111111111,0,42
1596173584.1499999,208.99701309204102,1.011111111111111,0,42
1596173584.1599998,210.794264793396,1.011111111111111,0,42
1596173584.1699998,212.59709548950195,1.011111111111111,0,42
1596173584.1799998,214.39713668823242,1.011111111111111,0,42
1596173584.1899998,216.19700622558594,1.011111111111111,0,42
1596173584.1999998,217.99442958831787,1.011111111111111,0,42
1596173584.2099998,219.79528617858887,1.011111111111111,0,42
1596173584.2199998,221.59558486938477,1.011111111111111,0,42
1596173584.2299998,223.39528274536133,1.011111111111111,0,42
1596173584.2399998,225.19652557373047,1.011111111111111,0,42
1596173584.2499998,226.99643802642822,1.011111111111111,0,42
1596173584.2599998,228.7959213256836,1.011111111111111,0,42
1596173584.2699997,230.59549045562744,1.011111111111111,0,42
1596173584.2799997,232.39626121520996,1.011111111111111,0,42
1596173584.2899997,234.19664573669434,1.011111111111111,0,42
1596173584.2999997,235.9961290359497,1.011111111111111,0,42
1596173584.3099997,237.79526901245117,1.011111111111111,0,42
1596173584.3199997,239.5958251953125,1.011111111111111,0,42
1596173584.3299997,241.3959093093872,1.011111111111111,0,42
1596173584.3399997,243.19423389434814,1.011111111111111,0,42
1596173584.3499997,244.9944896697998,1.011111111111111,0,42
1596173584.3599997,246.79440212249756,1.011111111111111,0,42
1596173584.3699996,248.59684658050537,1.011111111111111,0,42
1596173584.3799996,250.39465618133545,1.011111111111111,0,42
1596173584.3899996,252.1965856552124,1.011111111111111,0,42
1596173584.3999996,253.99641227722168,1.011111111111111,0,42
1596173584.4099996,255.7949514389038,1.011111111111111,0,42
1596173584.4199996,257.5972671508789,1.011111111111111,0,42
1596173584.4299996,259.395977973938,1.011111111111111,0,42
1596173584.4399996,261.19692039489746,1.011111111111111,0,42
1596173584.4499996,262.99631786346436,1.011111111111111,0,42
1596173584.4599996,264.7962303161621,1.011111111111111,0,42
1596173584.4699996,266.59545612335205,1.011111111111111,0,42
1596173584.4799995,268.39665603637695,1.011111111111111,0,42
1596173584.4899995,270.19446563720703,1.011111111111111,0,42
1596173584.4999995,271.99635219573975,1.011111111111111,0,42
1596173584.5099995,273.7941617965698,1.011111111111111,0,42
1596173584.5199995,275.59716415405273,1.011111111111111,0,42
1596173584.5299995,277.39716243743896,1.011111111111111,0,42
1596173584.5399995,279.1968603134155,1.011111111111111,0,42
1596173584.5499995,280.99449825286865,1.011111111111111,0,42
1596173584.5599995,282.7962989807129,1.011111111111111,0,42
1596173584.5699995,284.5951814651489,1.011111111111111,0,42
1596173584.5799994,286.39449310302734,1.011111111111111,0,42
1596173584.5899994,288.19693756103516,1.011111111111111,0,42
1596173584.5999994,289.9961633682251,1.011111111111111,0,42
1596173584.6099994,291.79710578918457,1.011111111111111,0,42
1596173584.6199994,293.59525871276855,1.011111111111111,0,42
1596173584.6299994,295.3940124511719,1.011111111111111,0,42
1596173584.6399994,297.19486904144287,1.011111111111111,0,42
1596173584.6499994,298.9944381713867,1.011111111111111,0,42
1596173584.6599994,300.79400730133057,1.011111111111111,0,42
1596173584.6699994,302.5944776535034,1.011111111111111,0,42
1596173584.6799994,304.3964500427246,1.011111111111111,0,42
1596173584.6899993,306.1957187652588,1.011111111111111,0,42
1596173584.6999993,307.9954595565796,1.011111111111111,0,42
1596173584.7099993,309.7950716018677,1.011111111111111,0,42
1596173584.7199993,311.59399700164795,1.011111111111111,0,42
1596173584.7299993,313.39588356018066,1.011111111111111,0,42
1596173584.7399993,315.1940793991089,1.011111111111111,0,42
1596173584.7499993,316.9958801269531,1.011111111111111,0,42
1596173584.7599993,318.79519176483154,1.011111111111111,0,42
1596173584.7699993,320.59416007995605,1.011111111111111,0,42
1596173584.7799993,322.3967761993408,1.011111111111111,0,42
1596173584.7899992,324.1944999694824,1.011111111111111,0,42
1596173584.7999992,325.9971590042114,1.011111111111111,0,42
1596173584.8099992,327.7953119277954,1.011111111111111,0,42
1596173584.8199992,329.5970697402954,1.011111111111111,0,42
1596173584.8299992,331.3951368331909,1.011111111111111,0,42
1596173584.8399992,333.1957788467407,1.011111111111111,0,42
1596173584.8499992,334.996506690979,1.011111111111111,0,42
1596173584.8599992,336.79573249816895,1.011111111111111,0,42
1596173584.8699992,338.59534454345703,1.011111111111111,0,42
1596173584.8799992,340.3969306945801,1.011111111111111,0,42
1596173584.8899992,342.19426822662354,1.011111111111111,0,42
1596173584.8999991,343.9947385787964,1.011111111111111,0,42
1596173584.9099991,345.7955951690674,1.011111111111111,0,42
1596173584.9199991,347.5959367752075,1.011111111111111,0,42
1596173584.929999,349.3958921432495,1.011111111111111,0,42
1596173584.939999,351.1965341567993,1.011111111111111,0,42
1596173584.949999,352.9938716888428,1.011111111111111,0,42
1596173584.959999,354.7958869934082,1.011111111111111,0,42
1596173584.969999,356.59657192230225,1.011111111111111,0,42
1596173584.979999,358.3952827453613,1.011111111111111,0,42
1596173584.9889245,360,1.011111111111111,1
1596173584.9889245,0,0,0
1596173584.9989245,2.183012223212155,0.002118080059511973,0,42
1596173585.0089245,3.9819376229924286,0.002118080059511973,0,42
1596173585.0189245,5.783051705328854,0.002118080059511973,0,42
1596173585.0289245,7.582492089239987,0.002118080059511973,0,42
1596173585.0389245,9.384550309149656,0.002118080059511973,0,42
1596173585.0489244,11.182746148077879,0.002118080059511973,0,42
1596173585.0589244,12.984289383856687,0.002118080059511973,0,42
1596173585.0689244,14.783128952948484,0.002118080059511973,0,42
1596173585.0789244,16.58128187653247,0.002118080059511973,0,42
1596173585.0889244,18.381623482672605,0.002118080059511973,0,42
1596173585.0989244,20.181664681403074,0.002118080059511973,0,42
1596173585.1089244,21.98449537750903,0.002118080059511973,0,42
1596173585.1189244,23.78432199951831,0.002118080059511973,0,42
1596173585.1289244,25.58307573792163,0.002118080059511973,0,42
1596173585.1389244,27.384618973700437,0.002118080059511973,0,42
1596173585.1489244,29.183458542792234,0.002118080059511973,0,42
1596173585.1589243,30.981697297064695,0.002118080059511973,0,42
1596173585.1689243,32.78126642700854,0.002118080059511973,0,42
1596173585.1789243,34.584140038458735,0.002118080059511973,0,42
1596173585.1889243,36.38345167633715,0.002118080059511973,0,42
1596173585.1989243,38.18327829834643,0.002118080059511973,0,42
1596173585.2089243,39.98134539124194,0.002118080059511973,0,42
1596173585.2189243,41.78434774872485,0.002118080059511973,0,42
1596173585.2289243,43.58232901093188,0.002118080059511973,0,42
1596173585.2389243,45.38378641602221,0.002118080059511973,0,42
1596173585.2489243,47.18163893219653,0.002118080059511973,0,42
1596173585.2589242,48.98352549072924,0.002118080059511973,0,42
1596173585.2689242,50.78266546723071,0.002118080059511973,0,42
1596173585.2789242,52.582749581305414,0.002118080059511973,0,42
1596173585.2889242,54.38313410278979,0.002118080059511973,0,42
1596173585.2989242,56.181759095160395,0.002118080059511973,0,42
1596173585.3089242,57.98218653198901,0.002118080059511973,0,42
1596173585.3189242,59.784244751898676,0.002118080059511973,0,42
1596173585.3289242,61.58312723633471,0.002118080059511973,0,42
1596173585.3389242,63.38389799591723,0.002118080059511973,0,42
1596173585.3489242,65.18230841156665,0.002118080059511973,0,42
1596173585.3589242,66.98166296478931,0.002118080059511973,0,42
1596173585.3689241,68.78157541748706,0.002118080059511973,0,42
1596173585.3789241,70.58462069031421,0.002118080059511973,0,42
1596173585.3889241,72.38380358215991,0.002118080059511973,0,42
1596173585.398924,74.18345854279224,0.002118080059511973,0,42
1596173585.408924,75.98354265686694,0.002118080059511973,0,42
1596173585.418924,77.78371260163013,0.002118080059511973,0,42
1596173585.428924,79.58165094849292,0.002118080059511973,0,42
1596173585.438924,81.38456747528735,0.002118080059511973,0,42
1596173585.448924,83.18370745178882,0.002118080059511973,0,42
1596173585.458924,84.9835340737981,0.002118080059511973,0,42
1596173585.468924,86.7812578439397,0.002118080059511973,0,42
1596173585.478924,88.58421728607837,0.002118080059511973,0,42
1596173585.488924,90.38249895569507,0.002118080059511973,0,42
1596173585.498924,92.18369886871997,0.002118080059511973,0,42
1596173585.508924,93.98438379761402,0.002118080059511973,0,42
1596173585.518924,95.78133509155933,0.002118080059511973,0,42
1596173585.528924,97.5811617135686,0.002118080059511973,0,42
1596173585.538924,99.38137457367603,0.002118080059511973,0,42
1596173585.548924,101.18145868775073,0.002118080059511973,0,42
1596173585.558924,102.98141405579273,0.002118080059511973,0,42
1596173585.568924,104.78433058258716,0.002118080059511973,0,42
1596173585.578924,106.58334181305591,0.002118080059511973,0,42
1596173585.588924,108.38261053559009,0.002118080059511973,0,42
1596173585.598924,110.18140718933765,0.002118080059511973,0,42
1596173585.608924,111.98234961029712,0.002118080059511973,0,42
1596173585.618924,113.78234789368335,0.002118080059511973,0,42
1596173585.628924,115.58230326172534,0.002118080059511973,0,42
1596173585.638924,117.38212988373462,0.002118080059511973,0,42
1596173585.6489239,119.18363020416919,0.002118080059511973,0,42
1596173585.6589239,120.98435804840747,0.002118080059511973,0,42
1596173585.6689239,122.78229639527027,0.002118080059511973,0,42
1596173585.6789238,124.58435461517993,0.002118080059511973,0,42
1596173585.6889238,126.38319418427173,0.002118080059511973,0,42
1596173585.6989238,128.18207666870777,0.002118080059511973,0,42
1596173585.7089238,129.9843065499944,0.002118080059511973,0,42
1596173585.7189238,131.78336069580737,0.002118080059511973,0,42
1596173585.7289238,133.5830156564397,0.002118080059511973,0,42
1596173585.7389238,135.38134024140064,0.002118080059511973,0,42
1596173585.7489238,137.18129560944263,0.002118080059511973,0,42
1596173585.7589238,138.9829246759099,0.002118080059511973,0,42
1596173585.7689238,140.78180716034595,0.002118080059511973,0,42
1596173585.7789237,142.58210585114185,0.002118080059511973,0,42
1596173585.7889237,144.38141748902027,0.002118080059511973,0,42
1596173585.7989237,146.18261740204517,0.002118080059511973,0,42
1596173585.8089237,147.98145697113696,0.002118080059511973,0,42
1596173585.8189237,149.7814552545232,0.002118080059511973,0,42
1596173585.8289237,151.58394262787525,0.002118080059511973,0,42
1596173585.8389237,153.38303968903247,0.002118080059511973,0,42
1596173585.8489237,155.18351004120532,0.002118080059511973,0,42
1596173585.8589237,156.9827787637395,0.002118080059511973,0,42
1596173585.8689237,158.78277704712573,0.002118080059511973,0,42
1596173585.8789237,160.58217451569263,0.002118080059511973,0,42
1596173585.8889236,162.38341734406177,0.002118080059511973,0,42
